Unnamed: 0,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
4892,Haiti,From RDC,RDC,Air,30,27975,126447,4,0.15,1704,15881,India,14446
2180,Vietnam,Direct Drop,EXW,Air,30,42699,490611,11,0.38,4806,17700, Nashik,3641
2128,Haiti,Direct Drop,EXW,Air,30,4816,96320,20,0.67,647,3444, Nashik,14325
3177,South Africa,Direct Drop,DDP,Truck,240,6,42,7,0.03,3622,9181,India,8074
4854,Nigeria,From RDC,RDC,Air,60,2000,11460,5,0.1,3622,9181,India,7633
4637,"Congo, DRC",From RDC,RDC,Air,120,159,3936,24,0.21,3622,9181,India,6583
5115,Haiti,From RDC,RDC,Air,60,230,384,1,0.03,3622,9181,India,14446
5652,Uganda,From RDC,RDC,Air,60,7875,17797,2,0.04,3622,9181,India,5524
4261,Nigeria,From RDC,RDC,Air Charter,60,74288,577960,7,0.13,7351,20347,India,7633
4344,Rwanda,From RDC,RDC,Truck,60,64000,144640,2,0.04,3887,20032,India,5921
1331,Côte d'Ivoire,From RDC,RDC,Air,336,1200,46032,38,0.11,3622,9181,France,4338
2017,Vietnam,Direct Drop,EXW,Air,30,23251,278779,11,0.4,2641,3503, Nashik,3641
4542,Uganda,From RDC,RDC,Truck,30,7441,61239,8,0.27,656,3376, Nashik,4961
2482,South Africa,Direct Drop,DDP,Truck,60,33,1645,49,0.83,3622,9181,India,8074
1358,Nigeria,From RDC,RDC,Air,60,7876,11971,1,0.03,3622,9181,India,7633
1329,Rwanda,From RDC,RDC,Air,30,1883,31069,16,0.55,752,3436,India,5921
6400,Tanzania,From RDC,RDC,Truck,30,69963,906720,12,0.43,7819,6108, Nashik,5091
2150,South Africa,Direct Drop,DDP,Truck,60,12,212,17,0.3,3622,9181,India,8074
4530,Nigeria,From RDC,RDC,Air Charter,60,206853,2320890,11,0.19,29353,12398,India,7633
2122,Nigeria,Direct Drop,EXW,Air,60,7325,36625,5,0.08,455,3967,India,7633
4673,"Congo, DRC",From RDC,RDC,Air,90,312,2277,7,0.08,3622,9181,India,6583
3981,Mozambique,From RDC,RDC,Air,30,17037,56733,3,0.11,1750,8758,India,6624
1252,Zambia,From RDC,RDC,Truck,30,100000,2625000,26,0.88,88190,10519, Port Elizabeth,2162
3278,South Africa,Direct Drop,DDP,Ocean,30,70,315,4,0.15,6,8951,India,8074
3374,South Africa,Direct Drop,DDP,Truck,90,3,14,4,0.06,3622,9181,France,8670
2814,Uganda,Direct Drop,EXW,Ocean,60,165179,1072011,6,0.11,37127,32981, Nashik,4961
4719,Côte d'Ivoire,From RDC,RDC,Truck,240,156,327,2,0.01,100,-604,India,9091
1848,Haiti,Direct Drop,EXW,Ocean,60,3300,13035,3,0.07,16350,15028, Nashik,14325
4858,Nigeria,From RDC,RDC,Air Charter,30,50000,441000,8,0.29,4502,26457, Nashik,7134
3037,South Africa,Direct Drop,DDP,Ocean,240,33476,70969,2,0.01,3622,9181,India,8074
388,South Africa,Direct Drop,DDP,Air,60,10,100,10,0.17,3622,9181,France,8670
235,Vietnam,Direct Drop,EXW,Air,30,10080,103219,10,0.34,3622,9181, Nashik,3641
1077,Mozambique,From RDC,RDC,Air,60,27080,194976,7,0.12,3622,9181,India,6624
1984,Vietnam,Direct Drop,EXW,Air,240,837,1548,1,0.01,526,5368,India,3157
4363,Côte d'Ivoire,From RDC,RDC,Truck,60,1379,2399,1,0.03,157,-74,India,9091
3962,"Congo, DRC",From RDC,RDC,Air,60,647,4703,7,0.12,5897,39434, Nashik,6020
770,Haiti,From RDC,RDC,Air,90,1000,15260,15,0.17,3622,9181,India,14446
2165,South Africa,Direct Drop,DDP,Ocean,90,300,2451,8,0.09,40,-578,India,8074
4533,Zimbabwe,From RDC,RDC,Truck,60,3687,7005,1,0.03,212,1143,India,6980
673,Mozambique,From RDC,RDC,Air,60,570,20235,35,0.59,3622,9181,India,6624
249,South Africa,Direct Drop,DDP,Air,30,3414,49810,14,0.49,3622,9181,India,8074
1574,Mozambique,From RDC,RDC,Air,60,26292,310245,11,0.2,3218,14990, Nashik,6074
3419,South Africa,Direct Drop,DDP,Ocean,30,65000,420550,6,0.22,4364,9758,India,8074
2081,South Africa,Direct Drop,DDP,Ocean,30,116218,526467,4,0.15,12410,9446,India,8074
1823,South Africa,Direct Drop,DDP,Air,30,11510,53751,4,0.16,993,3263,India,8074
6007,Uganda,From RDC,RDC,Air,120,8494,210311,24,0.21,2089,16032,India,5524
6213,Zimbabwe,From RDC,RDC,Air,60,28610,167368,5,0.1,3622,9181,India,6980
4544,Côte d'Ivoire,From RDC,RDC,Air,60,2313,34787,15,0.25,3622,9181, Nashik,8608
5565,Côte d'Ivoire,From RDC,RDC,Air,60,8640,129945,15,0.25,777,2274, Nashik,8608
716,Côte d'Ivoire,From RDC,RDC,Air,180,5538,276900,50,0.28,1230,3680, Haarlem,5009
5784,Uganda,From RDC,RDC,Air,60,2000,5800,2,0.05,3622,9181,India,5524
6059,Tanzania,From RDC,RDC,Truck,60,9458,37832,4,0.07,3622,9181,India,5659
2048,South Africa,Direct Drop,DDP,Ocean,30,110291,497412,4,0.15,9375,8951,India,8074
5264,Uganda,From RDC,RDC,Truck,60,2596,6048,2,0.04,125,831,India,5524
4178,Rwanda,From RDC,RDC,Air,240,1965,26920,13,0.06,724,3520,India,5921
4809,Nigeria,From RDC,RDC,Air Charter,60,20518,230211,11,0.19,2407,9181,India,7633
2724,Tanzania,Direct Drop,EXW,Air,60,20172,109533,5,0.09,1104,4765,India,5659
5865,Nigeria,From RDC,RDC,Air Charter,30,43638,869268,19,0.66,3622,9181, Nashik,7134
1460,Nigeria,From RDC,RDC,,240,1200,2580,2,0.01,3622,9181,India,7633
1668,Côte d'Ivoire,From RDC,RDC,Air,60,3847,28467,7,0.12,408,514,India,9091
2756,Uganda,Direct Drop,EXW,Air,30,9235,166230,18,0.6,1197,4375,India,5524
2000,Vietnam,Direct Drop,EXW,Air,60,12000,87000,7,0.12,664,5247, Nashik,3641
4571,"Congo, DRC",From RDC,RDC,Air,240,2463,4802,1,0.01,3622,9181,India,6583
4613,"Congo, DRC",From RDC,RDC,Air,60,6369,43054,6,0.11,3622,9181,India,6583
404,Rwanda,Direct Drop,CIP,Air,60,100000,700000,7,0.12,10303,34034,India,5921
384,South Africa,Direct Drop,DDP,Air,120,1500,47880,31,0.27,3622,9181,Germany,8973
5826,Nigeria,From RDC,RDC,Air,30,75159,751590,10,0.33,6773,9181, Nashik,7134
2152,South Africa,Direct Drop,DDP,Truck,240,43,317,7,0.03,3622,9181,India,8074
1633,Mozambique,From RDC,RDC,Air,240,59,1241,21,0.09,3622,9181,India,6624
5947,Tanzania,From RDC,RDC,Truck,60,5603,23812,4,0.07,316,2279, Nashik,5091
5580,"Congo, DRC",From RDC,RDC,Air,240,151,294,1,0.01,3622,9181,India,6583
4784,Côte d'Ivoire,From RDC,RDC,Air,60,1833,28411,15,0.26,378,211,India,9091
3925,Côte d'Ivoire,From RDC,RDC,Air,60,9900,23067,2,0.04,451,1394,India,9091
5336,Uganda,From RDC,RDC,Truck,60,3173,22211,7,0.12,3622,9181,India,5524
4158,Côte d'Ivoire,From RDC,RDC,Air,30,2000,52500,26,0.88,6991,11648, Port Elizabeth,5690
4948,Zambia,From RDC,RDC,Truck,30,155202,591319,3,0.13,11334,6317,India,6906
5358,Mozambique,From RDC,RDC,Truck,60,87707,378894,4,0.07,3622,9181,India,6624
223,Haiti,Direct Drop,FCA,Air,60,180,1850,10,0.17,31,-90,Germany,7877
2193,South Africa,Direct Drop,DDP,Truck,60,161,1063,6,0.11,3622,9181,India,8074
3136,South Africa,Direct Drop,DDP,Truck,30,6,13,2,0.07,3622,9181,India,8074
4469,Uganda,From RDC,RDC,Air,60,15000,168300,11,0.19,1943,5299, Nashik,4961
1824,Vietnam,Direct Drop,EXW,Air,60,20000,40000,2,0.03,2806,17207, Nashik,3641
5963,Nigeria,From RDC,RDC,Air Charter,60,22100,51493,2,0.04,3622,9181,India,7633
5124,Côte d'Ivoire,From RDC,RDC,Air,100,2152,10760,5,0.05,3622,9181,India,9091
4972,"Congo, DRC",From RDC,RDC,Air,90,228,1664,7,0.08,3622,9181,India,6583
797,Nigeria,From RDC,RDC,Air Charter,90,3000,45780,15,0.17,3622,9181,India,7633
2871,Vietnam,Direct Drop,EXW,Air,60,540,8100,15,0.25,3622,9181, Nashik,3641
9,Rwanda,Direct Drop,EXW,Air,30,2000,33000,16,0.55,710,2120,India,5921
1944,South Africa,Direct Drop,DDP,Ocean,30,106589,480716,4,0.15,9061,8323,India,8074
1838,South Africa,Direct Drop,DDP,Truck,60,12,216,18,0.3,3622,9181,India,8074
4804,Haiti,From RDC,RDC,Air,240,3136,5958,1,0.01,3622,9181,India,14446
255,South Africa,Direct Drop,DDP,Air,90,1,5,5,0.07,3622,9181,France,8670
5713,Tanzania,From RDC,RDC,Truck,30,50000,594500,11,0.4,5446,26804,India,5659
4485,Côte d'Ivoire,From RDC,RDC,Air,60,4140,68061,16,0.27,3622,9181, Nashik,8608
6367,Tanzania,From RDC,RDC,Truck,120,16114,472301,29,0.24,4256,5052, Nashik,5091
1581,Haiti,From RDC,RDC,Air,180,98,1662,16,0.09,28,-12, Haarlem,7467
2956,South Africa,Direct Drop,DDP,Air,30,72558,567403,7,0.26,4942,2646,India,8074
924,Haiti,From RDC,RDC,Air,90,420,6409,15,0.17,199,2133,India,14446
5744,Côte d'Ivoire,From RDC,RDC,Truck,30,2000,26980,13,0.45,3622,9181, Nashik,8608
2508,South Africa,Direct Drop,DDP,Truck,240,31,244,7,0.03,3622,9181,India,8074
5024,Nigeria,From RDC,RDC,Air Charter,60,11605,24950,2,0.04,935,48199, Nashik,7134
5320,Nigeria,From RDC,RDC,Air Charter,30,8326,53119,6,0.21,3622,9181,India,7633
3775,Côte d'Ivoire,From RDC,RDC,Air,60,30060,337273,11,0.19,3508,4254,India,9091
4835,Nigeria,From RDC,RDC,Air,60,23856,208978,8,0.15,1918,9181, Nashik,7134
4136,Nigeria,From RDC,RDC,Air Charter,30,14600,69350,4,0.16,1288,8736,India,7633
4964,Uganda,From RDC,RDC,Air,60,4535,10974,2,0.04,491,3002,India,5524
2779,Vietnam,Direct Drop,EXW,Air,60,5964,51350,8,0.14,3622,9181,India,3157
539,Zimbabwe,From RDC,RDC,Truck,60,8694,64335,7,0.12,819,2135,India,6980
2745,Vietnam,Direct Drop,EXW,Air,30,4500,29025,6,0.22,320,3890,India,3157
5833,Nigeria,From RDC,RDC,Air,30,1000,19920,19,0.66,91,9181, Nashik,7134
5926,"Congo, DRC",From RDC,RDC,Air,60,174,1914,11,0.18,3622,9181, Nashik,6020
5467,Haiti,From RDC,RDC,Air,30,572,1281,2,0.07,33,62,India,14446
1145,Zambia,From RDC,RDC,,240,500,8250,16,0.07,178,105,India,6906
5127,Côte d'Ivoire,From RDC,RDC,Air,60,6584,57675,8,0.15,3622,9181, Nashik,8608
4468,Côte d'Ivoire,From RDC,RDC,Air,30,2552,19497,7,0.25,182,2250,India,9091
667,Zambia,From RDC,RDC,,60,85158,909487,10,0.18,8169,32572,India,6906
3019,South Africa,Direct Drop,DDP,Air,60,26540,197192,7,0.12,1431,3885,India,8074
357,Vietnam,Direct Drop,CIP,Air,60,400,2800,7,0.12,82,1211,France,9916
5063,Zambia,From RDC,RDC,Truck,60,1240,6919,5,0.09,73,3937,India,6906
2831,South Africa,Direct Drop,DDP,Truck,60,8,121,15,0.25,3622,9181,France,8670
2783,South Africa,Direct Drop,DDP,Ocean,30,87018,394191,4,0.15,3622,9181,India,8074
1353,Tanzania,From RDC,RDC,,30,32997,409822,12,0.41,2867,9288,India,5659
5131,Côte d'Ivoire,From RDC,RDC,Air,240,2345,4455,1,0.01,3622,9181,India,9091
470,South Africa,Direct Drop,DDP,,30,150,3838,25,0.85,3622,9181, Port Elizabeth,573
2703,South Africa,Direct Drop,DDP,Truck,240,1021,23275,22,0.1,3622,9181,Canada,15035
3330,South Africa,Direct Drop,DDP,Truck,240,23,407,17,0.07,3622,9181,India,8074
3637,Côte d'Ivoire,Direct Drop,CIP,Air,60,1888,17936,9,0.16,368,-176,France,4338
1396,Nigeria,From RDC,RDC,Air,30,11527,135096,11,0.39,983,9181,India,7633
3584,Vietnam,Direct Drop,EXW,Air,60,13020,18879,1,0.02,861,872,India,3157
5820,Nigeria,From RDC,RDC,Air Charter,60,34826,390747,11,0.19,4099,9181,India,7633
5262,Haiti,From RDC,RDC,Air,60,180,968,5,0.09,37,221,India,14446
5645,"Congo, DRC",From RDC,RDC,Air,60,1296,9421,7,0.12,3622,9181, Nashik,6020
3376,Vietnam,Direct Drop,EXW,Air,60,11004,94084,8,0.14,1073,8535,India,3157
1256,Zambia,From RDC,RDC,,30,20880,250768,12,0.4,1603,7539, Nashik,6339
3512,South Africa,Direct Drop,DDP,Truck,240,12,95,8,0.03,3622,9181,India,8074
5651,Haiti,From RDC,RDC,Air,60,53220,386909,7,0.12,3622,9181, Nashik,14325
1250,Nigeria,From RDC,RDC,Air,30,32696,858270,26,0.88,3622,9181, Port Elizabeth,5168
5348,Nigeria,From RDC,RDC,Air Charter,120,43169,906549,21,0.18,3622,9181,India,7633
6241,Haiti,From RDC,RDC,Air,30,70,156,2,0.07,3622,9181,India,14446
4298,"Congo, DRC",From RDC,RDC,Air,240,738,1439,1,0.01,112,8687,India,6583
3284,Côte d'Ivoire,Direct Drop,FCA,Air,120,28000,862960,30,0.26,7025,45002,Germany,5008
2933,Tanzania,Direct Drop,EXW,Air,60,19000,216600,11,0.19,1909,8612,India,5659
4175,Haiti,From RDC,RDC,Air,240,1000,1950,1,0.01,830,5555,India,14446
5268,Uganda,From RDC,RDC,Air,30,11852,198283,16,0.56,1342,5340, Nashik,4961
4910,"Congo, DRC",From RDC,RDC,Air,60,20,292,14,0.24,3622,9181, Nashik,6020
1852,South Africa,Direct Drop,DDP,Truck,120,27,742,27,0.23,3622,9181, Latina,7877
6074,Côte d'Ivoire,From RDC,RDC,Truck,60,100000,826000,8,0.14,3622,9181,India,9091
6323,Haiti,From RDC,RDC,Air,60,270,372,1,0.02,16,109,India,14446
2105,Haiti,Direct Drop,EXW,Air,60,24000,196800,8,0.14,3622,9181,India,14446
133,South Africa,Direct Drop,DDP,Truck,90,6,43,7,0.08,3622,9181,France,8670
5236,Côte d'Ivoire,From RDC,RDC,Air,30,62231,262614,4,0.14,3789,12956,India,9091
5029,Tanzania,From RDC,RDC,Truck,60,11022,125209,11,0.19,3622,9181,India,5659
928,Mozambique,From RDC,RDC,Truck,30,19400,188568,9,0.32,3622,9181, Nashik,6074
823,Côte d'Ivoire,From RDC,RDC,,60,10000,102500,10,0.17,980,2179,India,9091
6146,Rwanda,From RDC,RDC,Air,30,385,1366,3,0.12,25,-851, Nashik,5355
1531,Côte d'Ivoire,From RDC,RDC,Air,200,1971,2759,1,0.01,3622,9181,India,9091
1214,Haiti,From RDC,RDC,Air,60,2871,8727,3,0.05,144,1504,India,14446
504,South Africa,Direct Drop,DDP,Air,60,300,1212,4,0.07,3622,9181,France,8670
4285,Zimbabwe,From RDC,RDC,Truck,60,26267,72496,2,0.05,1875,5933, Nashik,6420
1996,Uganda,Direct Drop,FCA,Air,60,417,2856,6,0.11,65,-113,Germany,5868
3072,Vietnam,Direct Drop,EXW,Air,30,21384,217047,10,0.34,2406,3872, Nashik,3641
1958,South Africa,Direct Drop,DDP,Truck,240,43,339,7,0.03,3622,9181,India,8074
1384,Uganda,From RDC,RDC,Air,60,312,3681,11,0.2,3622,9181,India,5524
894,Uganda,From RDC,RDC,Air,60,1350,12757,9,0.16,239,277,India,5524
4924,Tanzania,From RDC,RDC,Truck,240,19026,37100,1,0.01,7096,2279,India,5659
455,South Africa,Direct Drop,DDP,Truck,30,260,10670,41,1.37,3622,9181, Port Elizabeth,573
5779,Haiti,From RDC,RDC,Air,200,100,140,1,0.01,3622,9181,India,14446
6163,Mozambique,From RDC,RDC,Air,60,30564,267740,8,0.15,2773,5355,India,6624
3709,Vietnam,Direct Drop,FCA,Air,120,1114,67753,60,0.51,266,5568,Germany,9157
5990,Côte d'Ivoire,From RDC,RDC,Truck,30,2880,64800,22,0.75,3622,9181,India,9091
4849,Côte d'Ivoire,From RDC,RDC,Air,60,632,9796,15,0.26,134,7815,India,9091
4748,Zambia,From RDC,RDC,Truck,30,41416,132945,3,0.11,7521,7265,India,6906
4268,Uganda,From RDC,RDC,Air,120,5000,148400,29,0.25,1199,6070,India,5524
3522,Haiti,Direct Drop,EXW,Air,30,3320,59760,18,0.6,3622,9181,India,14446
4134,Uganda,From RDC,RDC,Air,60,4200,11466,2,0.05,3622,9181,India,5524
3602,South Africa,Direct Drop,DDP,Truck,60,1281,14728,11,0.19,3622,9181,South Africa,0
713,Zimbabwe,From RDC,RDC,Air,30,1600,3200,2,0.07,3622,9181,India,6980
4186,Côte d'Ivoire,From RDC,RDC,Air,240,390,819,2,0.01,140,1503,India,9091
2214,Uganda,Direct Drop,EXW,Air,30,6000,120000,20,0.67,811,3139, Nashik,4961
5301,Mozambique,From RDC,RDC,Truck,30,22122,84284,3,0.13,1409,2855,India,6624
2923,South Africa,Direct Drop,DDP,Air,60,33711,85288,2,0.04,1810,1016,India,8074
1810,Haiti,Direct Drop,EXW,Air,30,29908,89125,2,0.1,2423,13650,India,14446
3486,South Africa,Direct Drop,DDP,Ocean,30,92000,216200,2,0.08,5184,8592,India,8074
3141,South Africa,Direct Drop,DDP,Ocean,30,79250,527012,6,0.22,7397,7809,India,8074
1827,South Africa,Direct Drop,DDP,Truck,30,1368,21995,16,0.54,3622,9181,India,8074
1155,Zimbabwe,From RDC,RDC,Truck,60,125000,925000,7,0.12,12779,40772,India,6980
1324,Tanzania,From RDC,RDC,Air,60,29489,314942,10,0.18,2670,6533,India,5659
4312,Zimbabwe,From RDC,RDC,Truck,60,4136,9347,2,0.04,394,7600,India,6980
510,South Africa,Direct Drop,DDP,Truck,240,1000,5650,5,0.02,3622,9181,India,8074
1680,Haiti,From RDC,RDC,Air,240,128,2112,16,0.07,3622,9181,India,14446
499,South Africa,Direct Drop,DDP,Air,240,1000,3550,3,0.01,3622,9181,India,8074
5885,Nigeria,From RDC,RDC,Air Charter,60,129557,325188,2,0.04,14710,11601,India,7633
1856,Zambia,Direct Drop,EXW,Air,60,20000,43000,2,0.04,1044,4145,India,6906
1388,Mozambique,From RDC,RDC,Air,60,27150,105885,3,0.06,3622,9181, Nashik,6074
5615,Nigeria,From RDC,RDC,Air Charter,60,732,1705,2,0.04,57,20347,India,7633
3719,Côte d'Ivoire,Direct Drop,FCA,Air,120,6000,216960,36,0.3,1523,9051,Germany,5008
2386,South Africa,Direct Drop,DDP,Truck,30,600,16040,26,0.89,3622,9181,France,8670
5541,Côte d'Ivoire,From RDC,RDC,Air,60,800,13152,16,0.27,364,1700,India,9091
3236,Côte d'Ivoire,Direct Drop,EXW,Air,30,1270,28575,22,0.75,3622,9181, Nashik,8608
1540,Haiti,From RDC,RDC,Air,120,240,9864,41,0.34,3622,9181,Germany,7877
1217,Zimbabwe,From RDC,RDC,Truck,60,525,4278,8,0.14,395,746,India,6980
2681,South Africa,Direct Drop,DDP,Truck,30,182,541,2,0.1,3622,9181,India,8074
2993,Vietnam,Direct Drop,EXW,Air,60,368,4784,13,0.22,3622,9181, Nashik,3641
5512,Nigeria,From RDC,RDC,Air Charter,60,15000,131400,8,0.15,1040,9181,India,7633
1191,Zimbabwe,From RDC,RDC,Air,60,37240,275576,7,0.12,3622,9181,India,6980
5772,Nigeria,From RDC,RDC,Air Charter,60,253,733,2,0.05,3622,9181,India,7633
5293,Côte d'Ivoire,From RDC,RDC,Truck,60,75000,735750,9,0.16,14413,10874, Nashik,8608
1542,Tanzania,From RDC,RDC,Air,60,75318,114483,1,0.03,5040,21965,India,5659
3301,Uganda,Direct Drop,DDP,Air,120,100,6660,66,0.55,14,-473, Port Elizabeth,3989
3324,Vietnam,Direct Drop,EXW,Air,60,336,2520,7,0.12,3622,9181, Nashik,3641
2539,South Africa,Direct Drop,DDP,Truck,90,8,136,17,0.19,3622,9181,India,8074
953,Haiti,From RDC,RDC,Air,60,59952,525179,8,0.15,6967,74688,India,14446
4846,Nigeria,From RDC,RDC,Air Charter,60,13104,35773,2,0.05,1448,5147,India,7633
4330,Uganda,From RDC,RDC,Truck,120,8760,177127,20,0.17,1798,4856,Germany,5868
732,Zambia,From RDC,RDC,Truck,60,40000,288000,7,0.12,7393,5051,India,6906
6492,Uganda,From RDC,RDC,Truck,90,6312,34716,5,0.06,3622,9181,India,5524
1156,Zimbabwe,From RDC,RDC,,60,1629,5978,3,0.06,152,-88,India,6980
6014,Haiti,From RDC,RDC,Air,240,1951,4097,2,0.01,3622,9181,India,14446
3294,South Africa,Direct Drop,DDP,Ocean,60,48446,135164,2,0.05,3622,9181,India,8074
2982,Tanzania,Direct Drop,EXW,Ocean,30,163929,2047473,12,0.42,21675,19312, Nashik,5091
5305,Nigeria,From RDC,RDC,Air,30,120954,440272,3,0.12,11369,14459,India,7633
5161,Uganda,From RDC,RDC,Air,60,20000,224400,11,0.19,2560,19654, Nashik,4961
2156,South Africa,Direct Drop,DDP,Ocean,240,10233,21693,2,0.01,3542,5660,India,8074
1062,Uganda,From RDC,RDC,Air,240,14668,30802,2,0.01,5511,6876,India,5524
2616,Vietnam,Direct Drop,EXW,Air,60,200,3780,18,0.32,3622,9181,India,3157
1167,Mozambique,From RDC,RDC,Air,60,30000,222000,7,0.12,3622,9181,India,6624
3222,Vietnam,Direct Drop,EXW,Air,30,4872,36540,7,0.25,3622,9181, Nashik,3641
3636,South Africa,Direct Drop,DDP,Truck,60,13,328,25,0.42,3622,9181,India,8074
5588,Nigeria,From RDC,RDC,Air Charter,30,3000,16500,5,0.18,188,24231, Nashik,7134
2938,South Africa,Direct Drop,DDP,Ocean,240,9960,20517,2,0.01,3670,8021,India,8074
4491,Côte d'Ivoire,From RDC,RDC,Air,60,5310,87296,16,0.27,3622,9181, Nashik,8608
3140,South Africa,Direct Drop,DDP,Truck,60,770,20108,26,0.44,3622,9181,India,8074
4980,Zambia,From RDC,RDC,Truck,60,25991,58739,2,0.04,2504,11315,India,6906
143,Vietnam,Direct Drop,EXW,Air,60,35000,152250,4,0.07,3622,9181,India,3157
6437,Mozambique,From RDC,RDC,Truck,240,4584,8526,1,0.01,3622,9181,India,6624
3577,Uganda,Direct Drop,DDP,Air,120,252,16783,66,0.55,3622,9181, Port Elizabeth,3989
4946,Nigeria,From RDC,RDC,Air Charter,30,17124,257544,15,0.5,2091,15532, Nashik,7134
2782,Vietnam,Direct Drop,FCA,Air,120,1785,146727,82,0.68,266,5937,Germany,9157
717,Zimbabwe,From RDC,RDC,Air,30,1600,3200,2,0.07,2519,14252,India,6980
1819,South Africa,Direct Drop,DDP,Truck,240,599,11964,19,0.08,3622,9181,Canada,15035
2502,Haiti,Direct Drop,EXW,Ocean,60,960,1651,1,0.03,8385,11336,India,14446
4360,Côte d'Ivoire,From RDC,RDC,Truck,60,100000,811000,8,0.14,12199,45520,India,9091
4171,Nigeria,From RDC,RDC,Air Charter,90,1050,10174,9,0.11,3622,9181,India,7633
395,South Africa,Direct Drop,DDP,Truck,30,600,1890,3,0.1,3622,9181,India,8074
5731,"Congo, DRC",From RDC,RDC,Air,60,900,1791,1,0.03,3622,9181, Nashik,6020
6375,Zambia,From RDC,RDC,Truck,30,107000,1538660,14,0.48,3622,9181, Nashik,6339
4492,Uganda,From RDC,RDC,Air,60,1193,6835,5,0.1,144,413,India,5524
1365,Nigeria,From RDC,RDC,Air,60,4685,34669,7,0.12,3622,9181,India,7633
5912,Nigeria,From RDC,RDC,Air Charter,60,88433,730456,8,0.14,8935,20326,India,7633
595,Côte d'Ivoire,From RDC,RDC,Air,60,20284,192698,9,0.16,1897,2826,India,9091
3952,Côte d'Ivoire,From RDC,RDC,Truck,30,2500,56250,22,0.75,2147,7211,India,9091
5392,Côte d'Ivoire,From RDC,RDC,Truck,60,75235,610155,8,0.14,9080,33551,India,9091
4968,Zambia,From RDC,RDC,Truck,30,30114,412260,13,0.46,1230,5923, Nashik,6339
2914,Vietnam,Direct Drop,EXW,Air,60,10000,81000,8,0.13,3622,9181, Nashik,3641
2326,Côte d'Ivoire,Direct Drop,FCA,Air,60,5900,35046,5,0.1,701,6008,Germany,5008
5644,"Congo, DRC",From RDC,RDC,Air,60,170,392,2,0.04,3622,9181,India,6583
3766,Côte d'Ivoire,From RDC,RDC,Air,60,1260,1839,1,0.02,82,211,India,9091
3440,Vietnam,Direct Drop,EXW,Air,30,8400,65100,7,0.26,909,4964,India,3157
3851,Zimbabwe,From RDC,RDC,Truck,60,51722,278264,5,0.09,9134,15064,India,6980
4132,Uganda,From RDC,RDC,Air,60,5000,13650,2,0.05,861,6383,India,5524
5952,Côte d'Ivoire,From RDC,RDC,Truck,60,5,41,8,0.14,3622,9181, Nashik,8608
2143,South Africa,Direct Drop,DDP,Truck,30,22333,359064,16,0.54,3622,9181,India,8074
5987,Côte d'Ivoire,From RDC,RDC,Truck,30,43772,166771,3,0.13,3622,9181,India,9091
5073,Uganda,From RDC,RDC,Truck,30,52500,168525,3,0.11,10119,5852,India,5524
1571,Nigeria,From RDC,RDC,Air Charter,60,15944,181761,11,0.19,1793,10492,India,7633
4079,Uganda,From RDC,RDC,Truck,30,19086,88368,4,0.15,2389,9011,India,5524
1122,Zambia,From RDC,RDC,Truck,60,31240,273662,8,0.15,2832,3897,India,6906
2786,Vietnam,Direct Drop,FCA,Air,30,300,6978,23,0.78,3622,9181,Germany,9157
2967,South Africa,Direct Drop,DDP,Truck,30,131,398,3,0.1,3622,9181,India,8074
2504,Nigeria,Direct Drop,EXW,Air,240,4000,7800,1,0.01,1573,8316,India,7633
3465,"Congo, DRC",Direct Drop,EXW,Air,30,240,312,1,0.04,30,678,India,6583
675,Côte d'Ivoire,From RDC,RDC,,60,268,9594,35,0.6,151,516,India,9091
2808,South Africa,Direct Drop,DDP,Truck,60,114,7956,69,1.16,3622,9181,India,8074
3348,South Africa,Direct Drop,DDP,Truck,60,287,4059,14,0.24,3622,9181,India,8074
728,Zambia,From RDC,RDC,Air,30,4332,53803,12,0.41,338,890, Nashik,6339
412,Vietnam,Direct Drop,EXW,Air,60,14364,37346,2,0.04,3622,9181, Nashik,3641
3146,South Africa,Direct Drop,DDP,Ocean,60,84143,199418,2,0.04,3622,9181,India,8074
1516,Nigeria,From RDC,RDC,Air,60,1521,2311,1,0.03,3622,9181,India,7633
5745,Zimbabwe,From RDC,RDC,Truck,30,19913,268626,13,0.45,1828,955,India,6980
825,Mozambique,From RDC,RDC,Air,60,4444,159095,35,0.6,633,9181,India,6624
3267,South Africa,Direct Drop,DDP,Ocean,240,40040,82482,2,0.01,3622,9181,India,8074
3974,Haiti,From RDC,RDC,Air,30,192,775,4,0.13,3622,9181, Nashik,14325
616,Uganda,From RDC,RDC,Air,60,2742,20290,7,0.12,204,2477,India,5524
114,South Africa,Direct Drop,DDP,Truck,240,40,557,13,0.06,3622,9181,Germany,8973
417,Vietnam,Direct Drop,EXW,Air,60,380,8930,23,0.39,3622,9181,India,3157
3069,South Africa,Direct Drop,DDP,Ocean,240,10702,22688,2,0.01,3967,7169,India,8074
1625,Côte d'Ivoire,From RDC,RDC,,240,5076,20050,3,0.02,3622,9181,India,9091
6434,Nigeria,From RDC,RDC,Air Charter,60,4915,19660,4,0.07,3622,9181, Nashik,7134
4185,Nigeria,From RDC,RDC,Air Charter,90,1220,11821,9,0.11,169,12398,India,7633
2896,South Africa,Direct Drop,DDP,Truck,60,983,10106,10,0.17,3622,9181,South Africa,0
