country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
Nigeria,From RDC,RDC,Air Charter,60,7000,78540,11,0.19,922,5147,India,7633
Zimbabwe,From RDC,RDC,Air,60,37240,275576,7,0.12,4080,12317,India,6980
Zambia,From RDC,RDC,Truck,60,67271,470897,7,0.12,6041,9651,India,6906
Haiti,From RDC,RDC,Air,240,96,1405,14,0.06,54,576,India,14446
South Africa,Direct Drop,DDP,Truck,30,80,1968,24,0.82,3622,9181,France,8670
Côte d'Ivoire,From RDC,RDC,Air,60,1200,36000,30,0.5,464,1394, Nashik,8608
Côte d'Ivoire,From RDC,RDC,Air,60,100000,1029000,10,0.17,13055,22994, Nashik,8608
Mozambique,From RDC,RDC,Truck,60,117749,1321143,11,0.19,28088,18652, Nashik,6074
Tanzania,Direct Drop,FCA,Air,120,12500,513750,41,0.34,3088,11937,Germany,6837
Zambia,From RDC,RDC,Truck,60,18027,73730,4,0.07,1228,765,India,6906
Côte d'Ivoire,From RDC,RDC,Truck,30,34760,132435,3,0.13,3367,11589,India,9091
South Africa,Direct Drop,DDP,Truck,200,100,698,6,0.03,3622,9181,Canada,15035
South Africa,Direct Drop,DDP,Air,30,3025,47522,15,0.52,3622,9181,India,8074
Zambia,From RDC,RDC,Truck,60,40900,134152,3,0.05,3127,7109,India,6906
Côte d'Ivoire,From RDC,RDC,Truck,90,7800,56940,7,0.08,462,2033,India,9091
"Congo, DRC",From RDC,RDC,Air,60,341,879,2,0.04,3622,9181,India,6583
Nigeria,From RDC,RDC,Air Charter,60,31971,232429,7,0.12,11111,36242, Nashik,7134
"Congo, DRC",From RDC,RDC,Air,30,560,2307,4,0.14,3622,9181,India,6583
Haiti,Direct Drop,FCA,Air,60,350,2397,6,0.11,51,3126,Germany,7877
South Africa,Direct Drop,DDP,Ocean,60,50000,421000,8,0.14,4603,7033,India,8074
Côte d'Ivoire,From RDC,RDC,Air,60,75420,622969,8,0.14,3622,9181, Nashik,8608
Rwanda,From RDC,RDC,Truck,30,64500,719175,11,0.37,7248,10571, Nashik,5355
Zimbabwe,From RDC,RDC,Truck,60,21300,182754,8,0.14,13288,13451, Nashik,6420
Vietnam,Direct Drop,EXW,Air,60,648,4860,7,0.12,3622,9181, Nashik,3641
Vietnam,Direct Drop,FCA,Air,120,1520,124944,82,0.68,385,3393,Germany,9157
Uganda,From RDC,RDC,Truck,30,1500,8310,5,0.18,729,2758, Nashik,4961
Nigeria,From RDC,RDC,Air,60,2708,25590,9,0.16,3622,9181, Nashik,7134
Mozambique,From RDC,RDC,Truck,240,1600,3360,2,0.01,3622,9181,India,6624
Haiti,From RDC,RDC,Air,240,4448,8984,2,0.01,3622,9181,India,14446
"Congo, DRC",From RDC,RDC,Air,60,1176,12936,11,0.18,308,824, Nashik,6020
Rwanda,Direct Drop,EXW,Air,30,84,0,0,0.0,3622,9181, Port Elizabeth,3572
Vietnam,Direct Drop,FCA,Air,120,7000,425740,60,0.51,1714,3881,Germany,9157
Nigeria,From RDC,RDC,Air,30,10000,46000,4,0.15,857,9181,India,7633
Vietnam,Direct Drop,EXW,Air,60,10508,43608,4,0.07,678,1148, Nashik,3641
Nigeria,From RDC,RDC,Air Charter,30,2389,47588,19,0.66,277,17495, Nashik,7134
South Africa,Direct Drop,DDP,Truck,240,143,3866,27,0.11,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,60,1200,13464,11,0.19,141,9181,India,7633
Uganda,From RDC,RDC,Air,60,5218,58545,11,0.19,617,4194,India,5524
Zimbabwe,From RDC,RDC,Truck,30,8000,16000,2,0.07,3622,9181,India,6980
Vietnam,Direct Drop,EXW,Air,60,6156,14774,2,0.04,1044,2854,India,3157
Uganda,From RDC,RDC,Truck,60,118,1033,8,0.15,3622,9181, Nashik,4961
Mozambique,From RDC,RDC,Truck,60,30315,340134,11,0.19,3563,2423,India,6624
Nigeria,From RDC,RDC,Air,30,18522,185220,10,0.33,1668,9181, Nashik,7134
Nigeria,From RDC,RDC,Air,90,1000,9710,9,0.11,120,9181,India,7633
Côte d'Ivoire,From RDC,RDC,Truck,30,3000,12120,4,0.13,188,478, Nashik,8608
Mozambique,From RDC,RDC,Truck,30,30000,96300,3,0.11,3622,9181,India,6624
Haiti,From RDC,RDC,Air,240,3035,5827,1,0.01,1133,6789,India,14446
South Africa,Direct Drop,DDP,Truck,60,1000,19770,19,0.33,3622,2134,India,8074
Zambia,From RDC,RDC,Truck,30,92095,1059092,11,0.38,7686,5759, Nashik,6339
Uganda,From RDC,RDC,Truck,60,21658,243002,11,0.19,3622,9181, Nashik,4961
Vietnam,Direct Drop,EXW,Air,60,8000,51920,6,0.11,696,599, Nashik,3641
Uganda,Direct Drop,DDP,Air,120,121,9075,75,0.62,43,-801, Latina,4823
Vietnam,Direct Drop,CIP,Air,60,800,5600,7,0.12,161,1514,France,9916
South Africa,Direct Drop,DDP,Truck,60,7000,37520,5,0.09,3622,9181,South Africa,0
Tanzania,From RDC,RDC,Truck,30,206508,2455380,11,0.4,22895,12649, Nashik,5091
Côte d'Ivoire,From RDC,RDC,Air,60,233,619,2,0.04,1161,6826,India,9091
Vietnam,Direct Drop,EXW,Air,60,1008,8678,8,0.14,1015,2796,India,3157
Nigeria,From RDC,RDC,Air,60,2925,21645,7,0.12,3622,9181,India,7633
"Congo, DRC",Direct Drop,EXW,Air,30,1100,12100,11,0.37,95,1453,India,6583
Nigeria,From RDC,RDC,Air Charter,60,164867,1088122,6,0.11,14794,33099, Nashik,7134
Côte d'Ivoire,From RDC,RDC,Air,60,7400,21460,2,0.05,714,1336,India,9091
South Africa,Direct Drop,DDP,Truck,60,3200,19098,5,0.1,3622,9181,South Africa,0
Mozambique,From RDC,RDC,Truck,240,24871,37555,1,0.01,3622,9181,India,6624
Tanzania,From RDC,RDC,Air,30,2448,20881,8,0.28,178,854,India,5659
Nigeria,From RDC,RDC,Air,60,11142,17270,1,0.03,739,5315,India,7633
Nigeria,From RDC,RDC,Air Charter,30,4882,25044,5,0.17,420,9181,India,7633
Haiti,Direct Drop,EXW,Air,30,400,500,1,0.04,3622,9181,India,14446
South Africa,Direct Drop,DDP,Air,30,60,1095,18,0.61,3622,9181,France,8670
Nigeria,From RDC,RDC,Air,60,1190,9163,7,0.13,3622,9181,India,7633
South Africa,Direct Drop,DDP,Truck,30,110,3051,27,0.92,3622,9181,France,8670
Côte d'Ivoire,From RDC,RDC,Air,60,2788,43214,15,0.26,588,4121,India,9091
Vietnam,Direct Drop,EXW,Air,60,25000,187500,7,0.12,2336,20150,India,3157
Mozambique,From RDC,RDC,Truck,60,3700,41551,11,0.19,3622,9181, Nashik,6074
Uganda,From RDC,RDC,Truck,30,4200,21546,5,0.17,238,1021, Nashik,4961
South Africa,Direct Drop,DDP,Truck,60,7,218,31,0.52,3622,9181,India,8074
Rwanda,From RDC,RDC,Truck,60,49998,412983,8,0.14,3622,9181,India,5921
South Africa,Direct Drop,DDP,Ocean,240,5590,11850,2,0.01,2068,2961,India,8074
Uganda,From RDC,RDC,Truck,60,21764,49186,2,0.04,2091,9181,India,5524
Mozambique,From RDC,RDC,Air,30,3756,12845,3,0.11,3622,-321,Puerto Rico,11824
Nigeria,From RDC,RDC,Air Charter,60,20025,58072,2,0.05,3622,9181,India,7633
Côte d'Ivoire,From RDC,RDC,Air,240,4965,10426,2,0.01,1784,1503,India,9091
Nigeria,From RDC,RDC,Air Charter,30,5950,53371,8,0.3,631,14322,India,7633
Côte d'Ivoire,From RDC,RDC,Air,30,4800,95616,19,0.66,532,6441, Nashik,8608
Côte d'Ivoire,From RDC,RDC,Truck,240,6738,14149,2,0.01,2720,31022,India,9091
South Africa,Direct Drop,DDP,Ocean,240,10000,92800,9,0.04,3853,3228,Canada,15035
South Africa,Direct Drop,DDP,Truck,30,17,242,14,0.48,3622,9181,India,8074
"Congo, DRC",From RDC,RDC,Air,60,1413,3193,2,0.04,3622,9181,India,6583
South Africa,Direct Drop,DDP,Truck,60,119,839,7,0.12,3622,9181,India,8074
Rwanda,Direct Drop,CIP,Air,30,559,12532,22,0.75,46,127,India,5921
South Africa,Direct Drop,DDP,Truck,60,1000,5310,5,0.09,3622,9181,South Africa,0
Rwanda,From RDC,RDC,Air,240,90,1935,21,0.09,120,10609,India,5921
Haiti,From RDC,RDC,Air,240,544,7452,13,0.06,395,5555,India,14446
Rwanda,From RDC,RDC,Truck,60,3238,16481,5,0.08,3622,9181,India,5921
Nigeria,From RDC,RDC,Air Charter,60,200,280,1,0.02,3622,9181,India,7633
South Africa,Direct Drop,DDP,Air,60,24000,70080,2,0.05,2830,4159,India,8074
Uganda,From RDC,RDC,Air,60,10125,73608,7,0.12,1887,11736,India,5524
Côte d'Ivoire,From RDC,RDC,Truck,30,4500,18180,4,0.13,3622,9181, Nashik,8608
Vietnam,Direct Drop,EXW,Air,30,84000,965160,11,0.38,9479,13402, Nashik,3641
Rwanda,From RDC,RDC,Air,90,993,8579,8,0.1,126,675,India,5921
Côte d'Ivoire,From RDC,RDC,Truck,240,3393,7125,2,0.01,1273,3783,India,9091
Tanzania,Direct Drop,FCA,Air,60,2094,21526,10,0.17,237,9181,Germany,6837
Nigeria,Direct Drop,EXW,Air,60,13429,67145,5,0.08,3622,9181,India,7633
Côte d'Ivoire,From RDC,RDC,Air,60,12240,88250,7,0.12,671,7758,India,9091
South Africa,Direct Drop,DDP,Ocean,60,100000,730000,7,0.12,5178,13621,India,8074
Rwanda,Direct Drop,EXW,Air,30,71577,1087970,15,0.51,3622,9181,India,5921
Tanzania,From RDC,RDC,Truck,60,23940,350242,14,0.24,1500,698, Nashik,5091
Côte d'Ivoire,From RDC,RDC,Truck,30,6000,24000,4,0.13,243,1180, Nashik,8608
Vietnam,Direct Drop,EXW,Air,30,33000,135300,4,0.14,3622,9181,India,3157
Haiti,Direct Drop,EXW,Air,60,4680,51433,10,0.18,487,2463, Nashik,14325
South Africa,Direct Drop,DDP,Truck,30,50,1528,30,1.02,3622,9181,India,8074
Rwanda,Direct Drop,EXW,Air,30,3991,65851,16,0.55,1150,8898,India,5921
Côte d'Ivoire,Direct Drop,FCA,Air,120,4809,162063,33,0.28,1196,16068,Germany,5008
Vietnam,Direct Drop,EXW,Air,60,2400,5640,2,0.04,726,6388,India,3157
Uganda,From RDC,RDC,Air,60,800,7560,9,0.16,75,-65,India,5524
South Africa,Direct Drop,DDP,Ocean,60,440000,1069200,2,0.04,19564,32865,India,8074
Côte d'Ivoire,From RDC,RDC,Air,200,1971,2759,1,0.01,3622,9181,India,9091
South Africa,Direct Drop,DDP,Air,30,6215,102609,16,0.55,3622,9181,India,8074
Haiti,From RDC,RDC,Air,60,398,971,2,0.04,3622,9181,India,14446
Zambia,Direct Drop,EXW,Air,60,6160,40040,6,0.11,356,1543, Nashik,6339
Côte d'Ivoire,From RDC,RDC,Air,30,57456,255679,4,0.15,4720,17611, Nashik,8608
Uganda,Direct Drop,FCA,Air,60,429,2938,6,0.11,62,60,Germany,5868
South Africa,Direct Drop,DDP,Ocean,60,19177,45449,2,0.04,3622,9181,India,8074
Haiti,Direct Drop,EXW,Air,60,15825,34815,2,0.04,3622,9181,India,14446
Nigeria,From RDC,RDC,Air Charter,30,100654,868644,8,0.29,9629,20326, Nashik,7134
Zimbabwe,Direct Drop,EXW,Air Charter,30,25811,118472,4,0.15,2829,23936,India,6980
Nigeria,From RDC,RDC,Air Charter,60,335999,2593912,7,0.13,47693,115593, Nashik,7134
Nigeria,From RDC,RDC,Air,60,10000,112200,11,0.19,1173,9181,India,7633
South Africa,Direct Drop,DDP,Truck,30,3,59,19,0.66,3622,9181,India,8074
Haiti,Direct Drop,EXW,Ocean,60,1393,6407,4,0.08,3622,9181,India,14446
Nigeria,Direct Drop,EXW,Air,30,9070,163260,18,0.6,3622,9181,India,7633
Zimbabwe,From RDC,RDC,Truck,60,3345,26024,7,0.13,3622,9181, Nashik,6420
Rwanda,From RDC,RDC,Air,60,38463,383860,9,0.17,3450,19896,India,5921
Tanzania,From RDC,RDC,Truck,60,24876,285078,11,0.19,2345,1456, Nashik,5091
Uganda,From RDC,RDC,Truck,60,32000,264320,8,0.14,3026,13406,India,5524
Côte d'Ivoire,From RDC,RDC,Air,120,2121,87173,41,0.34,465,1206,Germany,5008
Mozambique,From RDC,RDC,Truck,30,1928,7345,3,0.13,3622,9181, Nashik,6074
South Africa,Direct Drop,DDP,Air,240,28000,280560,10,0.04,3622,9181,Canada,15035
Haiti,From RDC,RDC,Air,100,1500,7140,4,0.05,3622,9181,India,14446
Vietnam,Direct Drop,EXW,Air,60,29847,70140,2,0.04,1403,5475,India,3157
Nigeria,From RDC,RDC,Air Charter,60,9924,74430,7,0.12,544,8736,India,7633
Nigeria,From RDC,RDC,Air Charter,60,27137,110990,4,0.07,1169,27812, Nashik,7134
Mozambique,From RDC,RDC,Truck,60,90472,589877,6,0.11,3622,9181,India,6624
Mozambique,From RDC,RDC,Truck,30,5000,67450,13,0.45,517,-292, Nashik,6074
Haiti,From RDC,RDC,Air,100,1242,6011,4,0.05,260,1452,India,14446
Haiti,Direct Drop,EXW,Air,60,1260,2318,1,0.03,3622,9181,India,14446
Zimbabwe,From RDC,RDC,Air,30,1860,23101,12,0.41,2425,12356,India,6980
Nigeria,From RDC,RDC,Air Charter,60,35300,309228,8,0.15,3190,10637,India,7633
Tanzania,From RDC,RDC,Air,60,6722,63859,9,0.16,634,108,India,5659
Tanzania,From RDC,RDC,Air,30,131808,1583014,12,0.4,9996,7399, Nashik,5091
South Africa,Direct Drop,DDP,Truck,30,7,99,14,0.47,3622,9181,India,8074
Rwanda,From RDC,RDC,Air,60,18620,244853,13,0.22,1928,4825, Nashik,5355
Côte d'Ivoire,From RDC,RDC,Air,60,5310,87296,16,0.27,3622,9181, Nashik,8608
Haiti,Direct Drop,EXW,Ocean,60,1152,4147,3,0.06,3622,9181, Nashik,14325
South Africa,Direct Drop,DDP,Truck,60,3519,38242,10,0.18,3622,9181,South Africa,0
Uganda,From RDC,RDC,Air,60,2700,19980,7,0.12,199,476,India,5524
Tanzania,From RDC,RDC,Truck,60,2788,31950,11,0.19,285,883,India,5659
Côte d'Ivoire,From RDC,RDC,Air,240,3500,6650,1,0.01,1208,3329,India,9091
Nigeria,From RDC,RDC,Air Charter,60,41948,478207,11,0.19,4724,6445,India,7633
"Congo, DRC",From RDC,RDC,Air,30,19,78,4,0.14,3622,9181,India,6583
Zimbabwe,From RDC,RDC,Truck,90,1152,11185,9,0.11,3622,9181,India,6980
Vietnam,Direct Drop,EXW,Air,30,2016,24917,12,0.41,120,4921, Nashik,3641
Uganda,From RDC,RDC,Truck,60,380,3328,8,0.15,67,549, Nashik,4961
Zambia,From RDC,RDC,Ocean,240,4013,7825,1,0.01,1487,4447,India,6906
Vietnam,Direct Drop,FCA,Air,30,300,6978,23,0.78,3622,9181,Germany,9157
Zimbabwe,From RDC,RDC,Air,60,28610,167368,5,0.1,3622,9181,India,6980
Zimbabwe,From RDC,RDC,Truck,60,6295,51304,8,0.14,3622,9181,India,6980
"Congo, DRC",From RDC,RDC,Air,30,15,91,6,0.2,3622,9181, Nashik,6020
Côte d'Ivoire,From RDC,RDC,Air,60,4000,85680,21,0.36,3622,9181, Nashik,8608
Nigeria,From RDC,RDC,Air Charter,60,3948,10778,2,0.05,380,9181,India,7633
South Africa,Direct Drop,DDP,Ocean,60,158000,440820,2,0.05,16768,22721,India,8074
South Africa,Direct Drop,DDP,Truck,30,6,71,11,0.39,3622,9181,India,8074
Rwanda,Direct Drop,CIP,Air,60,182,1729,9,0.16,40,-914,France,6046
Côte d'Ivoire,Direct Drop,EXW,Air,30,1461,33603,23,0.77,154,1986,India,9091
Uganda,From RDC,RDC,Truck,30,85000,829600,9,0.33,3622,9181, Nashik,4961
Mozambique,From RDC,RDC,Truck,240,18597,39053,2,0.01,7141,4496,India,6624
Nigeria,From RDC,RDC,Air Charter,30,25000,293750,11,0.39,2023,8341, Nashik,7134
Côte d'Ivoire,Direct Drop,FCA,Air,120,10280,371724,36,0.3,2573,12562,Germany,5008
Uganda,Direct Drop,EXW,Air,30,170,3825,22,0.75,22,51, Nashik,4961
Côte d'Ivoire,From RDC,RDC,Air,240,7000,14700,2,0.01,2625,8868,India,9091
South Africa,Direct Drop,DDP,Air,240,342,1932,5,0.02,3622,9181,India,8074
Zimbabwe,From RDC,RDC,Truck,60,40520,91575,2,0.04,20226,20173,India,6980
Haiti,Direct Drop,EXW,Ocean,30,35616,126436,3,0.12,3622,9181,India,14446
Uganda,Direct Drop,CIP,Air,60,189,10489,55,0.92,19,-290, Haarlem,6190
Uganda,From RDC,RDC,Air,60,3895,27732,7,0.12,289,1798,India,5524
Uganda,From RDC,RDC,Truck,60,29,325,11,0.19,5134,8348,India,5524
Tanzania,From RDC,RDC,Air,60,4800,13104,2,0.05,460,9181,India,5659
Uganda,From RDC,RDC,Truck,60,7559,14513,1,0.03,21710,17500,India,5524
South Africa,Direct Drop,DDP,Truck,60,13,324,24,0.42,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Air,60,12060,86952,7,0.12,3622,9181,India,9091
Zambia,From RDC,RDC,Truck,60,40126,285697,7,0.12,4414,3506,India,6906
South Africa,Direct Drop,DDP,Truck,30,2146,6526,3,0.1,3622,9181,India,8074
South Africa,Direct Drop,DDP,Ocean,30,42938,285537,6,0.22,4008,5121,India,8074
Côte d'Ivoire,From RDC,RDC,Air,240,551,1113,2,0.01,3622,9181,India,9091
South Africa,Direct Drop,DDP,Truck,240,145,1173,8,0.03,3622,9181,India,8074
Mozambique,From RDC,RDC,Truck,60,16610,224235,13,0.22,2298,2733,India,6624
Côte d'Ivoire,From RDC,RDC,Truck,60,1956,3892,1,0.03,3622,9181,India,9091
Haiti,Direct Drop,EXW,Ocean,60,45750,95160,2,0.03,3622,9181,India,14446
Vietnam,Direct Drop,EXW,Air,60,4200,12180,2,0.05,3622,9181,India,3157
Tanzania,From RDC,RDC,Truck,120,32753,670781,20,0.17,3622,9181, Nashik,5091
Nigeria,From RDC,RDC,Air Charter,90,24,290,12,0.13,3622,9181,India,7633
Haiti,From RDC,RDC,Air,30,68,152,2,0.07,3622,9181,India,14446
South Africa,Direct Drop,DDP,Truck,60,46,470,10,0.17,3622,9181,India,8074
South Africa,Direct Drop,DDP,Air,60,67120,169813,2,0.04,3230,3116,India,8074
South Africa,Direct Drop,DDP,Truck,60,30,1972,65,1.1,3622,9181, Haarlem,9211
Côte d'Ivoire,Direct Drop,CIP,Air,60,1888,17936,9,0.16,368,-176,France,4338
Nigeria,From RDC,RDC,Air,30,5,58,11,0.39,1,18480, Nashik,7134
Nigeria,From RDC,RDC,Air Charter,30,149824,3932880,26,0.88,13037,6445, Port Elizabeth,5168
Tanzania,From RDC,RDC,Truck,60,72518,163890,2,0.04,3622,9181,India,5659
South Africa,Direct Drop,DDP,Ocean,30,20060,90871,4,0.15,1726,34753,India,8074
Zambia,From RDC,RDC,Air,60,1119,1958,1,0.03,1581,4663,India,6906
South Africa,Direct Drop,DDP,Ocean,60,164908,407322,2,0.04,8048,11225,India,8074
South Africa,Direct Drop,DDP,Ocean,30,63967,289770,4,0.15,5491,14331,India,8074
Uganda,From RDC,RDC,Truck,60,5184,15033,2,0.05,507,576,India,5524
"Congo, DRC",From RDC,RDC,Air,30,238,792,3,0.11,3622,9181,India,6583
South Africa,Direct Drop,DDP,Ocean,240,4529,9601,2,0.01,1679,2524,India,8074
South Africa,Direct Drop,DDP,Truck,240,470,2942,6,0.03,3622,9181,Canada,15035
Côte d'Ivoire,From RDC,RDC,Truck,120,503,13430,26,0.22,123,783,India,9091
Uganda,From RDC,RDC,Air,60,1193,6835,5,0.1,144,413,India,5524
Zambia,From RDC,RDC,Truck,30,50000,600500,12,0.4,3842,14281, Nashik,6339
Vietnam,Direct Drop,EXW,Air,60,8500,14620,1,0.03,3622,9181,India,3157
Uganda,From RDC,RDC,Air,30,2661,53007,19,0.66,909,4166, Nashik,4961
Nigeria,From RDC,RDC,Air Charter,60,5060,57684,11,0.19,570,8341,India,7633
Nigeria,From RDC,RDC,Air Charter,60,45,65,1,0.02,3622,9181,India,7633
South Africa,Direct Drop,DDP,Truck,30,7,119,17,0.57,3622,9181,India,8074
Vietnam,Direct Drop,EXW,Air,60,6600,14850,2,0.04,657,192,India,3157
Zambia,From RDC,RDC,Truck,90,10000,73000,7,0.08,684,26,India,6906
Zambia,From RDC,RDC,Truck,60,38151,83169,2,0.04,3622,9181,India,6906
Tanzania,From RDC,RDC,Truck,240,29504,57532,1,0.01,10913,2853,India,5659
Tanzania,From RDC,RDC,Air,60,23340,383709,16,0.27,2344,647, Nashik,5091
Rwanda,From RDC,RDC,Truck,240,800,6800,8,0.04,297,1282,India,5921
Haiti,Direct Drop,EXW,Air,60,1926,6933,3,0.06,192,1971,India,14446
Nigeria,From RDC,RDC,Air Charter,60,29796,194269,6,0.11,5862,27812, Nashik,7134
Tanzania,From RDC,RDC,Truck,60,13370,153220,11,0.19,1337,9540,India,5659
Zimbabwe,From RDC,RDC,Truck,60,11574,119096,10,0.17,3622,9181, Nashik,6420
Zambia,From RDC,RDC,Truck,120,3599,73707,20,0.17,3622,9181, Nashik,6339
Zimbabwe,From RDC,RDC,Truck,30,4250,9520,2,0.07,3622,9181,India,6980
Uganda,From RDC,RDC,Truck,60,6600,74052,11,0.19,843,5470, Nashik,4961
Uganda,From RDC,RDC,Truck,30,6150,92496,15,0.5,3622,9181, Nashik,4961
Nigeria,From RDC,RDC,Air Charter,90,1280,12403,9,0.11,177,12398,India,7633
Côte d'Ivoire,From RDC,RDC,Truck,60,5,41,8,0.14,3622,9181, Nashik,8608
Uganda,From RDC,RDC,Truck,30,22500,72225,3,0.11,3622,9181,India,5524
Mozambique,From RDC,RDC,Truck,30,20340,65291,3,0.11,1242,8384,India,6624
Vietnam,Direct Drop,EXW,Air,60,9792,72460,7,0.12,836,4136,India,3157
Côte d'Ivoire,From RDC,RDC,Air,30,9744,45796,4,0.16,989,11924,India,9091
Uganda,From RDC,RDC,Truck,60,3275,33699,10,0.17,3622,9181,India,5524
Tanzania,From RDC,RDC,Air,60,5730,157746,27,0.46,569,-114,India,5659
Haiti,From RDC,RDC,Air,60,16374,110197,6,0.11,3622,9181, Nashik,14325
Nigeria,From RDC,RDC,Air Charter,30,53000,376830,7,0.24,5252,20347,India,7633
Uganda,From RDC,RDC,Air,30,2579,12250,4,0.16,358,1485,India,5524
South Africa,Direct Drop,DDP,Truck,60,2000,9240,4,0.08,3622,9181,India,8074
Uganda,Direct Drop,EXW,Air,60,5080,55880,11,0.18,1172,4595,India,5524
Uganda,From RDC,RDC,Air,60,965,6948,7,0.12,3622,9181,India,5524
South Africa,Direct Drop,DDP,Truck,60,98,691,7,0.12,3622,9181,India,8074
South Africa,Direct Drop,DDP,Air,30,72558,567403,7,0.26,4942,2646,India,8074
Zimbabwe,From RDC,RDC,Truck,60,11574,119096,10,0.17,3622,9181, Nashik,6420
"Congo, DRC",From RDC,RDC,Air,60,75,619,8,0.14,3622,9181,India,6583
Rwanda,From RDC,RDC,Air,60,6849,90064,13,0.22,880,12841,India,5921
Vietnam,Direct Drop,EXW,Air,60,27900,225990,8,0.13,3868,6238, Nashik,3641
Nigeria,From RDC,RDC,Air,30,35000,697200,19,0.66,3869,9181, Nashik,7134
South Africa,Direct Drop,DDP,Truck,240,3,53,17,0.07,3622,9181,India,8074
South Africa,Direct Drop,DDP,Ocean,30,70,315,4,0.15,6,8951,India,8074
Nigeria,From RDC,RDC,Air,30,662,17377,26,0.88,62,5443, Port Elizabeth,5168
Haiti,Direct Drop,EXW,Ocean,60,16435,133123,8,0.13,3622,9181,India,14446
Vietnam,Direct Drop,EXW,Air,30,12000,48000,4,0.13,3622,9181, Nashik,3641
Uganda,Direct Drop,EXW,Ocean,30,63652,203049,3,0.11,3963,11961,India,5524
South Africa,Direct Drop,DDP,Truck,30,18,271,15,0.5,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,120,27,742,27,0.23,3622,9181, Latina,7877
Nigeria,From RDC,RDC,Air Charter,30,5000,23200,4,0.15,1447,27812,India,7633
Uganda,Direct Drop,EXW,Air,30,196,439,2,0.07,12,-83,India,5524
Vietnam,Direct Drop,EXW,Air,30,31579,135789,4,0.14,2585,10617, Nashik,3641
Uganda,From RDC,RDC,Air,60,3519,8586,2,0.04,2538,5298, Nashik,4961
Tanzania,From RDC,RDC,Truck,60,17000,63410,3,0.06,931,5002, Nashik,5091
Mozambique,From RDC,RDC,Truck,60,87707,378894,4,0.07,3622,9181,India,6624
South Africa,Direct Drop,DDP,Truck,30,140,4039,28,0.96,3622,9181,France,8670
Côte d'Ivoire,From RDC,RDC,Air,60,2430,3547,1,0.02,156,1298,India,9091
South Africa,Direct Drop,DDP,Truck,200,400,2864,7,0.04,3622,9181,Canada,15035
Tanzania,From RDC,RDC,Truck,240,14146,27584,1,0.01,5475,16114,India,5659
South Africa,Direct Drop,DDP,Truck,90,6,43,7,0.08,3622,9181,France,8670
Nigeria,From RDC,RDC,Air Charter,60,466,1584,3,0.06,24,9181,India,7633
South Africa,Direct Drop,DDP,Air,60,2,5,2,0.04,1,3116,India,8074
Côte d'Ivoire,From RDC,RDC,Air,30,4641,18749,4,0.13,285,335, Nashik,8608
Uganda,From RDC,RDC,Air,60,600,1638,2,0.05,306,2945,India,5524
South Africa,Direct Drop,DDP,Truck,60,4,120,30,0.5,3622,9181,India,8074
Mozambique,From RDC,RDC,Truck,60,374,912,2,0.04,18,799,India,6624
South Africa,Direct Drop,DDP,Ocean,90,25000,204250,8,0.09,3313,3689,India,8074
Tanzania,From RDC,RDC,Air,120,1155,47470,41,0.34,255,388,Germany,6837
Vietnam,Direct Drop,EXW,Air,30,49452,200280,4,0.13,3622,9181,India,3157
Mozambique,From RDC,RDC,Truck,30,3793,51281,13,0.45,383,-877,India,6624
Uganda,Direct Drop,DDP,Air,120,27,2361,87,0.73,5,-959, Latina,4823
Nigeria,From RDC,RDC,Air Charter,60,162827,1183752,7,0.12,3622,9181,India,7633
Vietnam,Direct Drop,EXW,Air,60,9744,14128,1,0.02,656,5158,India,3157
South Africa,Direct Drop,DDP,Air,30,6734,98383,14,0.49,3622,9181,India,8074
South Africa,Direct Drop,DDP,Ocean,30,120000,798000,6,0.22,11201,12084,India,8074
Rwanda,Direct Drop,CIP,Air,60,45168,414642,9,0.15,3953,22071,India,5921
Zambia,From RDC,RDC,Truck,60,95000,676400,7,0.12,3622,9181,India,6906
Zimbabwe,From RDC,RDC,Truck,60,23999,47758,1,0.03,1069,6500, Nashik,6420
South Africa,Direct Drop,DDP,Truck,60,5093,94109,18,0.31,3622,9181,India,8074
Zimbabwe,From RDC,RDC,Truck,60,205243,738874,3,0.06,3622,9181,India,6980
Côte d'Ivoire,From RDC,RDC,Air,30,26076,116038,4,0.15,3622,9181, Nashik,8608
Haiti,Direct Drop,EXW,Ocean,30,65025,665856,10,0.34,3622,9181, Nashik,14325
Côte d'Ivoire,From RDC,RDC,Truck,240,8000,11440,1,0.01,2933,10961,India,9091
Vietnam,Direct Drop,EXW,Air,60,5600,13160,2,0.04,3622,9181,India,3157
South Africa,Direct Drop,DDP,Air,60,34067,86189,2,0.04,1828,791,India,8074
Uganda,From RDC,RDC,Air,30,382,10027,26,0.88,177,1151, Port Elizabeth,3989
"Congo, DRC",From RDC,RDC,Air,30,2827,9413,3,0.11,3622,9181,India,6583
Vietnam,Direct Drop,EXW,Air,60,24612,35687,1,0.02,4762,16541,India,3157
South Africa,Direct Drop,DDP,Truck,60,2000,11060,5,0.09,3622,9181,South Africa,0
