,index,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance
3107,5108,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,1833,4472.52,2.44,0.04,"Aurobindo Unit III, India",88.0,1211.48,India,9091.0
3108,5109,Côte d'Ivoire,From RDC,N/A - From RDC,Air,100,284,1420.0,5.0,0.05,"Aurobindo Unit III, India",22.0,1211.49,India,9091.0
3109,5110,Uganda,From RDC,N/A - From RDC,Air,60,1300,3770.0,2.9,0.05,"Aurobindo Unit III, India",125.0,2697.65,India,5524.0
3110,5111,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,8660,50054.8,5.78,0.19,"Aurobindo Unit III, India",742.0,1211.49,India,9091.0
3111,5112,Zimbabwe,From RDC,N/A - From RDC,Truck,60,76000,506160.0,6.66,0.11,"Cipla, Goa, India",8280.0,15328.58,India,6980.0
3112,5113,Nigeria,From RDC,N/A - From RDC,Air Charter,60,11242,127596.7,11.35,0.19,"Aurobindo Unit III, India",1261.0,11637.64,India,7633.0
3113,5116,Nigeria,From RDC,N/A - From RDC,Air Charter,30,63732,748851.0,11.75,0.39,Mylan (formerly Matrix) Nashik,5144.0,11637.64, Nashik,7134.0
3114,5117,Nigeria,From RDC,N/A - From RDC,Air Charter,30,50040,500400.0,10.0,0.33,Mylan (formerly Matrix) Nashik,4161.0,11637.64, Nashik,7134.0
3115,5118,Haiti,From RDC,N/A - From RDC,Air,60,315,6747.3,21.42,0.36,"Aurobindo Unit III, India",1045.0,750.9,India,14446.0
3116,5119,Zambia,From RDC,N/A - From RDC,Truck,60,36760,322017.6,8.76,0.15,"Aurobindo Unit III, India",3294.0,9942.26,India,6906.0
3117,5120,Zambia,From RDC,N/A - From RDC,Truck,60,80000,232000.0,2.9,0.05,"Cipla, Goa, India",8756.0,13844.72,India,6906.0
3118,5122,Uganda,From RDC,N/A - From RDC,Truck,60,29,325.38,11.22,0.19,"Aurobindo Unit III, India",5134.0,9348,India,5524.0
3119,5123,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,3120,81900.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",275.0,1949.42, Port Elizabeth,5690.0
3120,5125,Haiti,From RDC,N/A - From RDC,Air,240,1069,2052.48,1.92,0.01,"Aurobindo Unit III, India",396.0,6036.96,India,14446.0
3121,5132,Haiti,From RDC,N/A - From RDC,Air,240,1628,3093.2,1.9,0.01,"Cipla, Goa, India",622.0,13122.39,India,14446.0
3122,5133,Nigeria,From RDC,N/A - From RDC,Air Charter,30,578,6791.5,11.75,0.39,Mylan (formerly Matrix) Nashik,47.0,Freight Included in Commodity Cost, Nashik,7134.0
3123,5134,Nigeria,From RDC,N/A - From RDC,Air Charter,60,1500,9165.0,6.11,0.1,"Strides, Bangalore, India.",113.0,Freight Included in Commodity Cost,India,7633.0
3124,5135,Nigeria,From RDC,N/A - From RDC,Air Charter,60,20,122.2,6.11,0.1,"Strides, Bangalore, India.",2.0,Freight Included in Commodity Cost,India,7633.0
3125,5136,Nigeria,From RDC,N/A - From RDC,Air Charter,60,20000,224400.0,11.22,0.19,"Aurobindo Unit III, India",2347.0,9736.1,India,7633.0
3126,5137,Nigeria,From RDC,N/A - From RDC,Air Charter,60,270,2025.0,7.5,0.12,Mylan (formerly Matrix) Nashik,15.0,Freight Included in Commodity Cost, Nashik,7134.0
3127,5138,Uganda,From RDC,N/A - From RDC,Truck,30,4200,21546.0,5.13,0.17,Mylan (formerly Matrix) Nashik,238.0,2021.53, Nashik,4961.0
3128,5139,Uganda,From RDC,N/A - From RDC,Truck,60,20000,224400.0,11.22,0.19,"Aurobindo Unit III, India",2356.0,16682.66,India,5524.0
3129,5140,Uganda,From RDC,N/A - From RDC,Truck,30,4500,24075.0,5.35,0.18,Mylan (formerly Matrix) Nashik,350.0,1854, Nashik,4961.0
3130,5141,Uganda,From RDC,N/A - From RDC,Truck,60,3000,33660.0,11.22,0.19,"Aurobindo Unit III, India",359.0,3302.05,India,5524.0
3131,5144,Tanzania,From RDC,N/A - From RDC,Air,60,4800,13104.0,2.73,0.05,"Aurobindo Unit III, India",460.0,Freight Included in Commodity Cost,India,5659.0
3132,5145,Zambia,From RDC,N/A - From RDC,Truck,60,2600,54574.0,20.99,0.35,Mylan (formerly Matrix) Nashik,8819.0,8022.59, Nashik,6339.0
3133,5146,Nigeria,From RDC,N/A - From RDC,Air Charter,90,309,8497.5,27.5,0.31,"Aurobindo Unit III, India",51.0,9736.1,India,7633.0
3134,5147,Nigeria,From RDC,N/A - From RDC,Air Charter,30,7118,33810.5,4.75,0.16,"Aurobindo Unit III, India",628.0,9736.1,India,7633.0
3135,5148,Nigeria,From RDC,N/A - From RDC,Air Charter,60,10076,75872.28,7.53,0.13,"Aurobindo Unit III, India",553.0,9736.1,India,7633.0
3136,5149,Nigeria,From RDC,N/A - From RDC,Air Charter,60,40000,448800.0,11.22,0.19,"Aurobindo Unit III, India",4693.0,9736.1,India,7633.0
3137,5150,Uganda,From RDC,N/A - From RDC,Air,60,200,1170.0,5.85,0.1,"Cipla, Goa, India",21.0,1000.05,India,5524.0
3138,5152,Nigeria,From RDC,N/A - From RDC,Air Charter,60,15299,40695.34,2.66,0.04,"Aurobindo Unit III, India",1792.0,9736.1,India,7633.0
3139,5153,Nigeria,From RDC,N/A - From RDC,Air Charter,60,488,4274.88,8.76,0.15,Mylan (formerly Matrix) Nashik,39.0,9736.1, Nashik,7134.0
3140,5154,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,45108,214263.0,4.75,0.16,"Aurobindo Unit III, India",9863.0,19150.15,India,9091.0
3141,5158,Zimbabwe,From RDC,N/A - From RDC,Air,60,47390,277231.5,5.85,0.1,"Cipla, Goa, India",7112.0,3833.17,India,6980.0
3142,5159,Haiti,From RDC,N/A - From RDC,Air,30,34080,161880.0,4.75,0.16,"Aurobindo Unit III, India",3318.0,23890.83,India,14446.0
3143,5161,Uganda,From RDC,N/A - From RDC,Air,60,20000,224400.0,11.22,0.19,Mylan (formerly Matrix) Nashik,2560.0,20654.81, Nashik,4961.0
3144,5163,Uganda,From RDC,N/A - From RDC,Air,30,17550,83362.5,4.75,0.16,Mylan (formerly Matrix) Nashik,1325.0,4600.45, Nashik,4961.0
3145,5165,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,10980,26791.2,2.44,0.04,"Aurobindo Unit III, India",698.0,5121.68,India,9091.0
3146,5166,Nigeria,From RDC,N/A - From RDC,Air,60,1000,11220.0,11.22,0.19,"Aurobindo Unit III, India",117.0,Freight Included in Commodity Cost,India,7633.0
3147,5167,Nigeria,From RDC,N/A - From RDC,Air,30,200,920.0,4.6,0.15,"Aurobindo Unit III, India",17.0,Freight Included in Commodity Cost,India,7633.0
3148,5168,Nigeria,From RDC,N/A - From RDC,Air,30,188,864.8,4.6,0.15,"Aurobindo Unit III, India",16.0,Freight Included in Commodity Cost,India,7633.0
3149,5169,Nigeria,From RDC,N/A - From RDC,Air,90,87,1827.0,21.0,0.23,"Aurobindo Unit III, India",42.0,Freight Included in Commodity Cost,India,7633.0
3150,5170,Nigeria,From RDC,N/A - From RDC,Air,30,58500,1165320.0,19.92,0.66,Mylan (formerly Matrix) Nashik,6433.0,Freight Included in Commodity Cost, Nashik,7134.0
3151,5171,Haiti,From RDC,N/A - From RDC,Air,60,31836,278883.36,8.76,0.15,Mylan (formerly Matrix) Nashik,2565.0,25670.1, Nashik,14325.0
3152,5174,Nigeria,From RDC,N/A - From RDC,Air Charter,60,6000,67320.0,11.22,0.19,"Aurobindo Unit III, India",789.0,6147.18,India,7633.0
3153,5179,Uganda,From RDC,N/A - From RDC,Air,30,71991,320359.95,4.45,0.15,"Strides, Bangalore, India.",7187.0,16285.97,India,5524.0
3154,5185,Tanzania,From RDC,N/A - From RDC,Air,60,2864,22110.08,7.72,0.13,"Aurobindo Unit III, India",612.0,1979.75,India,5659.0
3155,5186,Côte d'Ivoire,From RDC,N/A - From RDC,Air,90,1785,17974.95,10.07,0.11,"Aurobindo Unit III, India",168.0,7816.45,India,9091.0
3156,5189,Nigeria,From RDC,N/A - From RDC,Air Charter,60,10000,25800.0,2.58,0.04,"Aurobindo Unit III, India",1130.0,20264.93,India,7633.0
3157,5193,Uganda,From RDC,N/A - From RDC,Air,30,2661,53007.12,19.92,0.66,Mylan (formerly Matrix) Nashik,909.0,5166.39, Nashik,4961.0
3158,5203,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,2240,14716.8,6.57,0.22,Mylan (formerly Matrix) Nashik,6542.0,18611.93, Nashik,8608.0
3159,5206,Uganda,From RDC,N/A - From RDC,Air,60,46113,332474.73,7.21,0.12,"Aurobindo Unit III, India",2534.0,16629.49,India,5524.0
3160,5207,Haiti,From RDC,N/A - From RDC,Air,120,1320,47731.2,36.16,0.3,ABBVIE Ludwigshafen Germany,276.0,2080.2,Germany,7877.0
3161,5210,Zambia,From RDC,N/A - From RDC,Truck,60,4875,77463.75,15.89,0.26,"Cipla, Patalganga, India",2556.0,4471.07,India,6906.0
3162,5213,Côte d'Ivoire,From RDC,N/A - From RDC,Air,90,20,194.2,9.71,0.11,"Aurobindo Unit III, India",5.0,3380.36,India,9091.0
3163,5214,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,2383,36936.5,15.5,0.26,"Aurobindo Unit III, India",882.0,4516.67,India,9091.0
3164,5215,Zimbabwe,From RDC,N/A - From RDC,Truck,60,88719,493277.64,5.56,0.09,"Cipla, Goa, India",11668.0,15697.15,India,6980.0
3165,5217,Côte d'Ivoire,From RDC,N/A - From RDC,Air,90,20,194.2,9.71,0.11,"Aurobindo Unit III, India",3.0,1355.31,India,9091.0
3166,5218,Uganda,From RDC,N/A - From RDC,Truck,30,6600,131472.0,19.92,0.66,Mylan (formerly Matrix) Nashik,720.0,4647.66, Nashik,4961.0
3167,5219,Uganda,From RDC,N/A - From RDC,Truck,30,2559,22570.38,8.82,0.29,Mylan (formerly Matrix) Nashik,338.0,3397.95, Nashik,4961.0
3168,5223,Nigeria,From RDC,N/A - From RDC,Air Charter,60,41142,103266.42,2.51,0.04,"Strides, Bangalore, India.",2822.0,12601.12,India,7633.0
3169,5224,Nigeria,From RDC,N/A - From RDC,Air Charter,60,53109,595882.98,11.22,0.19,"Aurobindo Unit III, India",19464.0,13398.06,India,7633.0
3170,5225,Mozambique,From RDC,N/A - From RDC,Truck,240,14000,27300.0,1.95,0.01,"Aurobindo Unit III, India",14413.0,5491.01,India,6624.0
3171,5226,Zambia,From RDC,N/A - From RDC,Truck,240,20000,36000.0,1.8,0.01,"Aurobindo Unit III, India",7482.0,6801.72,India,6906.0
3172,5227,Uganda,From RDC,N/A - From RDC,Truck,30,2011,13212.27,6.57,0.22,Mylan (formerly Matrix) Nashik,126.0,1661, Nashik,4961.0
3173,5228,Tanzania,From RDC,N/A - From RDC,Truck,30,54375,1083150.0,19.92,0.66,Mylan (formerly Matrix) Nashik,11129.0,13838.17, Nashik,5091.0
3174,5229,Zimbabwe,From RDC,N/A - From RDC,Truck,240,1191,16197.6,13.6,0.06,"Aurobindo Unit III, India",445.0,2143.48,India,6980.0
3175,5230,Mozambique,From RDC,N/A - From RDC,Truck,60,39636,338887.8,8.55,0.14,"Aurobindo Unit III, India",3666.0,3525.04,India,6624.0
3176,5231,Haiti,From RDC,N/A - From RDC,Air,240,5110,9862.3,1.93,0.01,"Aurobindo Unit III, India",1840.0,14866.14,India,14446.0
3177,5232,Tanzania,From RDC,N/A - From RDC,Truck,120,4389,148084.86,33.74,0.28,ABBVIE Ludwigshafen Germany,880.0,3175.7,Germany,6837.0
3178,5234,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,576,7200.0,12.5,0.05,"Aurobindo Unit III, India",212.0,1771.26,India,9091.0
3179,5235,Zambia,From RDC,N/A - From RDC,Truck,30,169985,1665853.0,9.8,0.33,Mylan (formerly Matrix) Nashik,18994.0,21077.51, Nashik,6339.0
3180,5236,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,62231,262614.82,4.22,0.14,"Strides, Bangalore, India.",3789.0,13956.38,India,9091.0
3181,5237,Tanzania,From RDC,N/A - From RDC,Truck,30,68235,1359241.2,19.92,0.66,Mylan (formerly Matrix) Nashik,83.0,2094.34, Nashik,5091.0
3182,5238,Zambia,From RDC,N/A - From RDC,Truck,30,72974,315247.68,4.32,0.14,"Strides, Bangalore, India.",4471.0,10370.59,India,6906.0
3183,5239,Zimbabwe,From RDC,N/A - From RDC,Truck,60,76,224.2,2.95,0.05,"Cipla, Goa, India",248.0,481.71,India,6980.0
3184,5240,Nigeria,From RDC,N/A - From RDC,Air Charter,30,18354,151053.42,8.23,0.27,Mylan (formerly Matrix) Nashik,1794.0,21326.7, Nashik,7134.0
3185,5241,Zimbabwe,From RDC,N/A - From RDC,Truck,60,30060,127755.0,4.25,0.07,Mylan (formerly Matrix) Nashik,1754.0,3537.26, Nashik,6420.0
3186,5242,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,5184,77760.0,15.0,0.25,"Aurobindo Unit III, India",1103.0,3296.34,India,9091.0
3187,5245,Nigeria,From RDC,N/A - From RDC,Air Charter,30,15802,66684.44,4.22,0.14,"Strides, Bangalore, India.",1086.0,15322.73,India,7633.0
3188,5248,Zambia,From RDC,N/A - From RDC,Truck,30,113925,1021907.25,8.97,0.3,Mylan (formerly Matrix) Nashik,9875.0,14325.71, Nashik,6339.0
3189,5249,Tanzania,From RDC,N/A - From RDC,Truck,60,23940,350242.2,14.63,0.24,Mylan (formerly Matrix) Nashik,1500.0,1698.83, Nashik,5091.0
3190,5262,Haiti,From RDC,N/A - From RDC,Air,60,180,968.4,5.38,0.09,"Strides, Bangalore, India.",37.0,1221.01,India,14446.0
3191,5264,Uganda,From RDC,N/A - From RDC,Truck,60,2596,6048.68,2.33,0.04,"Aurobindo Unit III, India",125.0,1831.41,India,5524.0
3192,5266,Tanzania,From RDC,N/A - From RDC,Truck,30,137269,579275.18,4.22,0.14,"Strides, Bangalore, India.",8474.0,3279.25,India,5659.0
3193,5267,Uganda,From RDC,N/A - From RDC,Truck,30,24657,101586.84,4.12,0.14,"Strides, Bangalore, India.",1511.0,7403.01,India,5524.0
3194,5268,Uganda,From RDC,N/A - From RDC,Air,30,11852,198283.96,16.73,0.56,Mylan (formerly Matrix) Nashik,1342.0,6340.2, Nashik,4961.0
3195,5271,Rwanda,From RDC,N/A - From RDC,Air,90,487,4207.68,8.64,0.1,"Aurobindo Unit III, India",66.0,585.42,India,5921.0
3196,5272,Nigeria,From RDC,N/A - From RDC,Air Charter,30,140273,777112.42,5.54,0.18,Mylan (formerly Matrix) Nashik,11734.0,27441.22, Nashik,7134.0
3197,5273,Rwanda,From RDC,N/A - From RDC,Air,30,24126,94332.66,3.91,0.13,"Strides, Bangalore, India.",1444.0,15842.34,India,5921.0
3198,5274,Rwanda,From RDC,N/A - From RDC,Air,240,1004,8534.0,8.5,0.04,"Cipla, Goa, India",1.0,3253.88,India,5921.0
3199,5276,Rwanda,From RDC,N/A - From RDC,Air,60,30480,237134.4,7.78,0.13,Mylan (formerly Matrix) Nashik,698.0,26845.35, Nashik,5355.0
3200,5279,Rwanda,From RDC,N/A - From RDC,Air,60,12000,157800.0,13.15,0.22,Mylan (formerly Matrix) Nashik,1239.0,28202, Nashik,5355.0
3201,5281,Nigeria,From RDC,N/A - From RDC,Air Charter,30,53000,376830.0,7.11,0.24,"Aurobindo Unit III, India",5252.0,21347.13,India,7633.0
3202,5285,Zambia,From RDC,N/A - From RDC,Truck,60,16947,41011.74,2.42,0.04,Mylan (formerly Matrix) Nashik,1956.0,8709, Nashik,6339.0
3203,5286,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,336,2614.08,7.78,0.13,Mylan (formerly Matrix) Nashik,27.0,1845.31, Nashik,8608.0
3204,5287,Nigeria,From RDC,N/A - From RDC,Air Charter,30,41665,296238.15,7.11,0.24,"Aurobindo Unit III, India",5110.0,18461.22,India,7633.0
3205,5288,Rwanda,From RDC,N/A - From RDC,Air,60,6985,91852.75,13.15,0.22,"Aurobindo Unit III, India",718.0,12688.85,India,5921.0
3206,5290,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,2050,57400.0,28.0,0.47,Mylan (formerly Matrix) Nashik,312.0,2128.15, Nashik,8608.0
3207,5292,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,40230,533852.1,13.27,0.44,Mylan (formerly Matrix) Nashik,4525.0,11874.85, Nashik,8608.0
3208,5293,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,75000,735750.0,9.81,0.16,Mylan (formerly Matrix) Nashik,14413.0,11874.85, Nashik,8608.0
3209,5294,Tanzania,From RDC,N/A - From RDC,Air,30,90000,342900.0,3.81,0.13,"Aurobindo Unit III, India",7867.0,21567.19,India,5659.0
3210,5295,Uganda,From RDC,N/A - From RDC,Air,60,36000,87840.0,2.44,0.04,"Strides, Bangalore, India.",2026.0,10095.9,India,5524.0
3211,5296,Uganda,From RDC,N/A - From RDC,Air,60,635,1549.4,2.44,0.04,"Strides, Bangalore, India.",1779.0,9325.16,India,5524.0
3212,5297,Zimbabwe,From RDC,N/A - From RDC,Truck,60,60794,147121.48,2.42,0.04,Mylan (formerly Matrix) Nashik,6003.0,7423.38, Nashik,6420.0
3213,5298,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,34760,132435.6,3.81,0.13,"Aurobindo Unit III, India",3367.0,12589.74,India,9091.0
3214,5301,Mozambique,From RDC,N/A - From RDC,Truck,30,22122,84284.82,3.81,0.13,"Strides, Bangalore, India.",1409.0,3855.95,India,6624.0
3215,5305,Nigeria,From RDC,N/A - From RDC,Air,30,120954,440272.56,3.64,0.12,"Aurobindo Unit III, India",11369.0,15459.09,India,7633.0
3216,5306,Nigeria,From RDC,N/A - From RDC,Air,90,2548,21046.48,8.26,0.09,"Aurobindo Unit III, India",370.0,15459.09,India,7633.0
3217,5307,Zimbabwe,From RDC,N/A - From RDC,Truck,60,53733,148303.08,2.76,0.05,Mylan (formerly Matrix) Nashik,2232.0,6933.76, Nashik,6420.0
3218,5308,Uganda,From RDC,N/A - From RDC,Air,60,2067,26788.32,12.96,0.22,Mylan (formerly Matrix) Nashik,220.0,1616.45, Nashik,4961.0
3219,5309,Zimbabwe,From RDC,N/A - From RDC,Truck,60,35061,237012.36,6.76,0.11,"Cipla, Goa, India",2247.0,8194.09,India,6980.0
3220,5312,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,36180,279309.6,7.72,0.13,Mylan (formerly Matrix) Nashik,2907.0,11320.56, Nashik,8608.0
3221,5315,Tanzania,From RDC,N/A - From RDC,Truck,60,10727,46126.1,4.3,0.07,"Cipla, Goa, India",945.0,7579.6,India,5659.0
3222,5316,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,5701,23659.15,4.15,0.07,Mylan (formerly Matrix) Nashik,338.0,3487.55, Nashik,8608.0
3223,5321,Nigeria,From RDC,N/A - From RDC,Air Charter,60,49295,113871.45,2.31,0.04,"Aurobindo Unit III, India",12032.0,29780.5,India,7633.0
3224,5326,Uganda,From RDC,N/A - From RDC,Air,60,25680,186693.6,7.27,0.12,"Aurobindo Unit III, India",3988.0,39037.7,India,5524.0
3225,5327,Haiti,From RDC,N/A - From RDC,Air,60,216,285.12,1.32,0.02,"Aurobindo Unit III, India",165.0,3048.08,India,14446.0
3226,5330,Zimbabwe,From RDC,N/A - From RDC,Truck,30,20160,244137.6,12.11,0.4,Mylan (formerly Matrix) Nashik,2268.0,9405.8, Nashik,6420.0
3227,5331,Mozambique,From RDC,N/A - From RDC,Truck,30,97351,1178920.61,12.11,0.4,Mylan (formerly Matrix) Nashik,11667.0,4120.7, Nashik,6074.0
3228,5332,Zimbabwe,From RDC,N/A - From RDC,Truck,240,442,5339.36,12.08,0.05,"Aurobindo Unit III, India",118.0,8600,India,6980.0
3229,5335,Nigeria,From RDC,N/A - From RDC,Air Charter,30,80000,266400.0,3.33,0.11,"Strides, Bangalore, India.",4847.0,14547.55,India,7633.0
3230,5338,Zambia,From RDC,N/A - From RDC,Truck,30,249965,3239546.4,12.96,0.43,Mylan (formerly Matrix) Nashik,28182.0,17650.15, Nashik,6339.0
3231,5342,Zambia,From RDC,N/A - From RDC,Truck,60,120000,271200.0,2.26,0.04,"Aurobindo Unit III, India",11419.0,11941.65,India,6906.0
3232,5343,Nigeria,From RDC,N/A - From RDC,Air Charter,120,3831,83439.18,21.78,0.18,"Aurobindo Unit III, India",1094.0,20761,India,7633.0
3233,5344,Zimbabwe,From RDC,N/A - From RDC,Truck,60,23090,52183.4,2.26,0.04,"Strides, Bangalore, India.",394.0,11133.66,India,6980.0
3234,5345,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,3000,12120.0,4.04,0.13,Mylan (formerly Matrix) Nashik,188.0,1478.35, Nashik,8608.0
3235,5346,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,1644,6641.76,4.04,0.13,Mylan (formerly Matrix) Nashik,97.0,1620.19, Nashik,8608.0
3236,5347,Nigeria,From RDC,N/A - From RDC,Air Charter,120,63353,1330413.0,21.0,0.18,Mylan (formerly Matrix) Nashik,32671.0,Freight Included in Commodity Cost, Nashik,7134.0
3237,5351,Mozambique,From RDC,N/A - From RDC,Truck,60,43680,285667.2,6.54,0.11,"Aurobindo Unit III, India",6535.0,5950.16,India,6624.0
3238,5355,Zimbabwe,From RDC,N/A - From RDC,Truck,240,435,5254.8,12.08,0.05,"Aurobindo Unit III, India",116.0,3100,India,6980.0
3239,5360,Tanzania,From RDC,N/A - From RDC,Truck,90,5117,47588.1,9.3,0.1,"Strides, Bangalore, India.",333.0,1956,India,5659.0
3240,5361,Zambia,From RDC,N/A - From RDC,Truck,30,66205,814321.5,12.3,0.41,Mylan (formerly Matrix) Nashik,12121.0,Freight Included in Commodity Cost, Nashik,6339.0
3241,5362,Zambia,From RDC,N/A - From RDC,Truck,30,100619,1237613.7,12.3,0.41,"Cipla, Goa, India",47387.0,30981.39,India,6906.0
3242,5365,Nigeria,From RDC,N/A - From RDC,Air Charter,60,4068,25425.0,6.25,0.1,"Aurobindo Unit III, India",268.0,20225.07,India,7633.0
3243,5367,Rwanda,From RDC,N/A - From RDC,Truck,30,64500,719175.0,11.15,0.37,Mylan (formerly Matrix) Nashik,7248.0,11571.94, Nashik,5355.0
3244,5370,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,2200,8250.0,3.75,0.06,"Cipla, Goa, India",192.0,3649.76,India,9091.0
3245,5371,Zimbabwe,From RDC,N/A - From RDC,Truck,60,841,3153.75,3.75,0.06,"Cipla, Goa, India",73.0,1500,India,6980.0
3246,5372,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,4000,7440.0,1.86,0.01,"Aurobindo Unit III, India",1928.0,8050.55,India,9091.0
3247,5373,"Congo, DRC",From RDC,N/A - From RDC,Air,120,2300,47104.0,20.48,0.17,Mylan (formerly Matrix) Nashik,613.0,4676.4, Nashik,6020.0
3248,5374,Tanzania,From RDC,N/A - From RDC,Truck,60,25000,157500.0,6.3,0.1,"Cipla, Patalganga, India",2266.0,2352.52,India,5659.0
3249,5375,Tanzania,From RDC,N/A - From RDC,Truck,60,16357,185815.52,11.36,0.19,"Aurobindo Unit III, India",1635.0,6007.2,India,5659.0
3250,5378,Nigeria,From RDC,N/A - From RDC,Air Charter,60,255001,2106308.26,8.26,0.14,Mylan (formerly Matrix) Nashik,60779.0,30936.1, Nashik,7134.0
3251,5379,Zimbabwe,From RDC,N/A - From RDC,Truck,90,5923,55083.9,9.3,0.1,"Strides, Bangalore, India.",365.0,3481.29,India,6980.0
3252,5384,Zambia,From RDC,N/A - From RDC,Truck,60,1209,2696.07,2.23,0.04,"Micro labs, Verna, Goa, India",609.0,3526.69,India,6906.0
3253,5387,Tanzania,From RDC,N/A - From RDC,Truck,120,33086,664036.02,20.07,0.17,Mylan (formerly Matrix) Nashik,5065.0,2352.52, Nashik,5091.0
3254,5388,Nigeria,From RDC,N/A - From RDC,Air Charter,120,15826,299111.4,18.9,0.16,ABBVIE Ludwigshafen Germany,3814.0,29674.92,Germany,4614.0
3255,5389,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,3300,12474.0,3.78,0.13,Mylan (formerly Matrix) Nashik,259.0,1008.9, Nashik,8608.0
3256,5392,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,75235,610155.85,8.11,0.14,"Strides, Bangalore, India.",9080.0,34551.83,India,9091.0
3257,5393,Haiti,From RDC,N/A - From RDC,Air,60,2581,9678.75,3.75,0.06,"Strides, Bangalore, India.",110.0,1955.22,India,14446.0
3258,5394,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,54000,1020600.0,18.9,0.16,ABBVIE Ludwigshafen Germany,11971.0,44448.75,Germany,5008.0
3259,5395,Nigeria,From RDC,N/A - From RDC,Air Charter,60,92125,608025.0,6.6,0.11,Mylan (formerly Matrix) Nashik,7982.0,45180.63, Nashik,7134.0
3260,5396,Nigeria,From RDC,N/A - From RDC,Air Charter,90,10534,97966.2,9.3,0.1,"Strides, Bangalore, India.",2.0,45180.62,India,7633.0
3261,5397,Zambia,From RDC,N/A - From RDC,Air,100,6778,8811.4,1.3,0.01,"Aurobindo Unit III, India",1358.0,3150.3,India,6906.0
3262,5399,Mozambique,From RDC,N/A - From RDC,Truck,30,2555,34543.6,13.52,0.45,Mylan (formerly Matrix) Nashik,227.0,227.19, Nashik,6074.0
3263,5400,Mozambique,From RDC,N/A - From RDC,Truck,30,20340,65291.4,3.21,0.11,"Strides, Bangalore, India.",1242.0,9384,India,6624.0
3264,5401,Tanzania,From RDC,N/A - From RDC,Truck,120,14758,278926.2,18.9,0.16,ABBVIE Ludwigshafen Germany,3030.0,2994.62,Germany,6837.0
3265,5405,Mozambique,From RDC,N/A - From RDC,Truck,30,108650,348766.5,3.21,0.11,"Strides, Bangalore, India.",9741.0,9360.14,India,6624.0
3266,5407,Mozambique,From RDC,N/A - From RDC,Truck,60,26700,66483.0,2.49,0.04,"Strides, Bangalore, India.",1307.0,1482.7,India,6624.0
3267,5409,Rwanda,From RDC,N/A - From RDC,Air,60,2274,8527.5,3.75,0.06,"Strides, Bangalore, India.",100.0,1511.4,India,5921.0
3268,5411,Tanzania,From RDC,N/A - From RDC,Truck,60,20000,74600.0,3.73,0.06,Mylan (formerly Matrix) Nashik,3431.0,19379.94, Nashik,5091.0
3269,5412,Zambia,From RDC,N/A - From RDC,Truck,120,32905,648557.55,19.71,0.16,Mylan (formerly Matrix) Nashik,5111.0,10944.73, Nashik,6339.0
3270,5413,Mozambique,From RDC,N/A - From RDC,Truck,60,74930,607682.3,8.11,0.14,Mylan (formerly Matrix) Nashik,9100.0,6507.33, Nashik,6074.0
3271,5414,"Congo, DRC",From RDC,N/A - From RDC,Air,240,1090,2289.0,2.1,0.01,"Cipla, Goa, India",408.0,5580.44,India,6583.0
3272,5415,Rwanda,From RDC,N/A - From RDC,Air,240,2125,4462.5,2.1,0.01,"Cipla, Goa, India",796.0,5603.78,India,5921.0
3273,5416,"Congo, DRC",From RDC,N/A - From RDC,Air,60,2651,14421.44,5.44,0.09,"Aurobindo Unit III, India",155.0,3028.36,India,6583.0
3274,5418,Uganda,From RDC,N/A - From RDC,Truck,60,4000,8600.0,2.15,0.04,"Cipla, Goa, India",474.0,1332.7,India,5524.0
3275,5420,Zambia,From RDC,N/A - From RDC,Truck,240,10000,13000.0,1.3,0.01,"Aurobindo Unit III, India",3731.0,4329.61,India,6906.0
