,index,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance,fair_cost
3445,5745,Zimbabwe,From RDC,N/A - From RDC,Truck,30,19913,268626.37,13.49,0.45,"Cipla, Patalganga, India",1828.0,1955.17,India,6980.0,12768.9
3446,5746,Zimbabwe,From RDC,N/A - From RDC,Truck,90,3969,17542.98,4.42,0.05,"Micro labs, Verna, Goa, India",561.0,251.42,India,6980.0,3986.65
3447,5748,Zimbabwe,From RDC,N/A - From RDC,Truck,60,203160,761850.0,3.75,0.06,Mylan (formerly Matrix) Nashik,11353.0,12654.78, Nashik,6420.0,69970.81
3448,5750,Nigeria,From RDC,N/A - From RDC,Air Charter,60,213502,1648235.44,7.72,0.13,"Cipla, Goa, India",31271.0,62693.85,India,7633.0,241165.03
3449,5751,Nigeria,From RDC,N/A - From RDC,Air Charter,60,14648,80564.0,5.5,0.09,"Cipla, Goa, India",1023.0,2244.2,India,7633.0,7666.59
3450,5752,Mozambique,From RDC,N/A - From RDC,Truck,60,1400,3052.0,2.18,0.04,"Strides, Bangalore, India.",4355.0,3644.18,India,6624.0,31758.74
3451,5753,Zimbabwe,From RDC,N/A - From RDC,Truck,30,336000,3225600.0,9.6,0.32,Mylan (formerly Matrix) Nashik,37955.0,42077.59, Nashik,6420.0,243671.1
3452,5755,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,1764,6262.2,3.55,0.12,Mylan (formerly Matrix) Nashik,110.0,707.7, Nashik,8608.0,960.22
3453,5757,Nigeria,From RDC,N/A - From RDC,Air Charter,120,41943,781817.52,18.64,0.16,ABBVIE Ludwigshafen Germany,10322.0,14266.13,Germany,4614.0,49056.52
3454,5758,Nigeria,From RDC,N/A - From RDC,Air Charter,60,156995,1212001.4,7.72,0.13,"Strides, Bangalore, India.",32219.0,50569.84,India,7633.0,248476.1
3455,5760,"Congo, DRC",From RDC,N/A - From RDC,Air,90,300,2790.0,9.3,0.1,"Strides, Bangalore, India.",266.0,4147.79,India,6583.0,1694.59
3456,5761,Mozambique,From RDC,N/A - From RDC,Truck,120,30120,569268.0,18.9,0.16,ABBVIE Ludwigshafen Germany,6697.0,3995.94,Germany,8163.0,55535.35
3457,5762,Rwanda,From RDC,N/A - From RDC,Truck,240,2966,20257.78,6.83,0.03,"Aurobindo Unit III, India",1067.0,6310.4,India,5921.0,6659.95
3458,5765,Nigeria,From RDC,N/A - From RDC,Air Charter,60,50000,386000.0,7.72,0.13,"Strides, Bangalore, India.",6201.0,12082.0,India,7633.0,47822.72
3459,5768,Nigeria,From RDC,N/A - From RDC,Air Charter,60,234519,1810486.68,7.72,0.13,"Cipla, Goa, India",51833.0,107573.94,India,7633.0,399741.2
3461,5774,Uganda,From RDC,N/A - From RDC,Air,30,200,1370.0,6.85,0.23,"Aurobindo Unit III, India",18.0,1140.08,India,5524.0,100.16
3462,5776,Haiti,From RDC,N/A - From RDC,Air,60,2305,5624.2,2.44,0.04,"Aurobindo Unit III, India",126.0,1350.33,India,14446.0,1790.36
3463,5777,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,819,1556.1,1.9,0.01,"Aurobindo Unit III, India",284.0,1668.76,India,9091.0,3261.28
3464,5782,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,8430,63477.9,7.53,0.13,"Aurobindo Unit III, India",546.0,1211.48,India,9091.0,5141.67
3465,5786,Zambia,From RDC,N/A - From RDC,Truck,30,6714,38806.92,5.78,0.19,"Aurobindo Unit III, India",574.0,5837.94,India,6906.0,3909.18
3466,5787,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,9024,60099.84,6.66,0.11,"Cipla, Goa, India",976.0,12369.8,India,9091.0,8792.88
3467,5788,Uganda,From RDC,N/A - From RDC,Air,60,5500,61710.0,11.22,0.19,Mylan (formerly Matrix) Nashik,708.0,2524.0, Nashik,4961.0,3568.74
3468,5789,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,9024,60099.84,6.66,0.11,"Strides, Bangalore, India.",680.0,2698.22,India,9091.0,6126.19
3469,5791,Haiti,From RDC,N/A - From RDC,Air,240,4077,7746.3,1.9,0.01,"Aurobindo Unit III, India",1404.0,8329.13,India,14446.0,25619.6
3470,5793,Uganda,From RDC,N/A - From RDC,Air,60,6985,17043.4,2.44,0.04,"Aurobindo Unit III, India",336.0,2528.69,India,5524.0,1825.64
3471,5794,Uganda,From RDC,N/A - From RDC,Air,60,31000,351850.0,11.35,0.19,Mylan (formerly Matrix) Nashik,3941.0,42656.07, Nashik,4961.0,19637.43
3472,5796,Uganda,From RDC,N/A - From RDC,Truck,60,5184,15033.6,2.9,0.05,"Aurobindo Unit III, India",507.0,1576.8,India,5524.0,2897.24
3473,5797,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,1276,29348.0,23.0,0.77,"Aurobindo Unit III, India",117.0,1083.3,India,9091.0,1068.27
3474,5800,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,7107,14924.7,2.1,0.01,"Aurobindo Unit III, India",2633.0,3688.33,India,9091.0,27356.12
3475,5803,Haiti,From RDC,N/A - From RDC,Air,180,450,22500.0,50.0,0.28,"MSD, Haarlem, NL",101.0,6036.98, Haarlem,7467.0,760.2
3483,5813,Uganda,From RDC,N/A - From RDC,Air,30,1300,15275.0,11.75,0.39,Mylan (formerly Matrix) Nashik,105.0,2393.54, Nashik,4961.0,518.69
3484,5814,Nigeria,From RDC,N/A - From RDC,Air Charter,30,7500,35625.0,4.75,0.16,"Aurobindo Unit III, India",662.0,9736.1,India,7633.0,5106.24
3485,5819,Uganda,From RDC,N/A - From RDC,Air,30,6000,70500.0,11.75,0.39,Mylan (formerly Matrix) Nashik,493.0,7879.03, Nashik,4961.0,2435.37
3487,5822,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,2788,43214.0,15.5,0.26,"Aurobindo Unit III, India",588.0,5121.68,India,9091.0,5380.0
3488,5823,Tanzania,From RDC,N/A - From RDC,Air,60,20124,54938.52,2.73,0.05,"Cipla, Goa, India",2262.0,10536.12,India,5659.0,14066.66
3500,5837,Nigeria,From RDC,N/A - From RDC,Air Charter,60,55070,617885.4,11.22,0.19,"Aurobindo Unit III, India",7253.0,6147.18,India,7633.0,56250.31
3501,5839,Nigeria,From RDC,N/A - From RDC,Air,60,10000,112200.0,11.22,0.19,"Aurobindo Unit III, India",1250.0,6147.18,India,7633.0,9694.32
3502,5840,Nigeria,From RDC,N/A - From RDC,Air Charter,60,80000,897600.0,11.22,0.19,"Aurobindo Unit III, India",10519.0,6147.18,India,7633.0,81579.63
3503,5841,Nigeria,From RDC,N/A - From RDC,Air Charter,60,15000,168300.0,11.22,0.19,"Aurobindo Unit III, India",1972.0,6147.18,India,7633.0,15293.76
3504,5842,Nigeria,From RDC,N/A - From RDC,Air Charter,60,2300,37812.0,16.44,0.27,"Aurobindo Unit III, India",336.0,6147.18,India,7633.0,2527.25
3505,5845,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,2376,7793.28,3.28,0.05,Mylan (formerly Matrix) Nashik,189.0,8953.21, Nashik,8608.0,1488.03
3506,5846,Mozambique,From RDC,N/A - From RDC,Truck,60,48551,544742.22,11.22,0.19,Mylan (formerly Matrix) Nashik,15664.0,11884.42, Nashik,6074.0,96669.5
3507,5850,Uganda,From RDC,N/A - From RDC,Truck,60,30000,336600.0,11.22,0.19,"Aurobindo Unit III, India",4050.0,15759.47,India,5524.0,22731.11
3508,5852,Tanzania,From RDC,N/A - From RDC,Truck,60,110000,283800.0,2.58,0.04,"Aurobindo Unit III, India",12543.0,1979.75,India,5659.0,66028.69
3509,5858,Nigeria,From RDC,N/A - From RDC,Air Charter,60,350,903.0,2.58,0.04,"Aurobindo Unit III, India",40.0,20264.93,India,7633.0,284.02
3510,5859,Uganda,From RDC,N/A - From RDC,Air,60,115745,1298658.9,11.22,0.19,Mylan (formerly Matrix) Nashik,15500.0,83195.98, Nashik,4961.0,78129.12
3511,5867,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,33998,111513.44,3.28,0.05,Mylan (formerly Matrix) Nashik,7275.0,8758.36, Nashik,8608.0,57277.32
3512,5869,Nigeria,From RDC,N/A - From RDC,Air Charter,30,3000,19710.0,6.57,0.22,"Aurobindo Unit III, India",2252.0,43548.0,India,7633.0,17268.01
3513,5871,Tanzania,From RDC,N/A - From RDC,Truck,60,36576,94366.08,2.58,0.04,"Aurobindo Unit III, India",4145.0,1647.0,India,5659.0,21820.05
3514,5872,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,4800,95616.0,19.92,0.66,Mylan (formerly Matrix) Nashik,532.0,7441.57, Nashik,8608.0,4551.87
3515,5880,Uganda,From RDC,N/A - From RDC,Air,60,10000,72100.0,7.21,0.12,"Aurobindo Unit III, India",1108.0,10648.62,India,5524.0,6112.1
3516,5881,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,5000,10500.0,2.1,0.01,"Aurobindo Unit III, India",1841.0,9447.08,India,9091.0,19127.46
3517,5885,Nigeria,From RDC,N/A - From RDC,Air Charter,60,129557,325188.07,2.51,0.04,"Aurobindo Unit III, India",14710.0,12601.07,India,7633.0,107360.73
3518,5886,Nigeria,From RDC,N/A - From RDC,Air Charter,30,156,1024.92,6.57,0.22,Mylan (formerly Matrix) Nashik,9.0,12601.07, Nashik,7134.0,64.5
3519,5887,Nigeria,From RDC,N/A - From RDC,Air Charter,60,154667,1735363.74,11.22,0.19,"Aurobindo Unit III, India",20339.0,12601.06,India,7633.0,157738.19
3520,5888,Zimbabwe,From RDC,N/A - From RDC,Truck,60,55000,233750.0,4.25,0.07,Mylan (formerly Matrix) Nashik,5357.0,3403.99, Nashik,6420.0,33987.33
3521,5889,Mozambique,From RDC,N/A - From RDC,Truck,60,45000,384750.0,8.55,0.14,"Aurobindo Unit III, India",4171.0,3936.85,India,6624.0,27143.99
3522,5890,Nigeria,From RDC,N/A - From RDC,Air Charter,60,137900,1139054.0,8.26,0.14,"Aurobindo Unit III, India",12766.0,12601.07,India,7633.0,99094.45
3523,5891,Mozambique,From RDC,N/A - From RDC,Truck,60,2268,5284.44,2.33,0.04,"Aurobindo Unit III, India",109.0,1148.65,India,6624.0,743.71
3524,5892,Uganda,From RDC,N/A - From RDC,Air,240,20000,39000.0,1.95,0.01,"Aurobindo Unit III, India",7464.0,4605.44,India,5524.0,50746.01
3525,5893,Nigeria,From RDC,N/A - From RDC,Air Charter,60,22623,56783.73,2.51,0.04,"Aurobindo Unit III, India",2809.0,13398.06,India,7633.0,20501.45
3526,5894,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,3500,6825.0,1.95,0.01,"Aurobindo Unit III, India",1313.0,5597.54,India,9091.0,14691.06
3527,5895,Haiti,From RDC,N/A - From RDC,Air,240,4000,7800.0,1.95,0.01,"Aurobindo Unit III, India",1496.0,14897.04,India,14446.0,26598.42
3528,5898,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,207,273.24,1.32,0.02,"Aurobindo Unit III, India",12.0,2503.34,India,9091.0,99.17
3529,5901,Mozambique,From RDC,N/A - From RDC,Truck,60,81270,451861.2,5.56,0.09,"Cipla, Goa, India",8491.0,10605.03,India,6624.0,54625.84
3530,5902,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,600,1170.0,1.95,0.01,"Aurobindo Unit III, India",224.0,3545.1,India,9091.0,2506.32
3531,5904,Tanzania,From RDC,N/A - From RDC,Air,30,4279,28113.03,6.57,0.22,Mylan (formerly Matrix) Nashik,259.0,1553.64, Nashik,5091.0,1324.59
3532,5905,Uganda,From RDC,N/A - From RDC,Truck,60,32000,264320.0,8.26,0.14,"Aurobindo Unit III, India",3026.0,14406.99,India,5524.0,16998.94
3533,5907,Mozambique,From RDC,N/A - From RDC,Truck,60,538,753.2,1.4,0.02,"Aurobindo Unit III, India",43.0,888.93,India,6624.0,244.14
3534,5908,Uganda,From RDC,N/A - From RDC,Truck,30,5000,41150.0,8.23,0.27,Mylan (formerly Matrix) Nashik,607.0,4911.39, Nashik,4961.0,2963.76
3536,5911,Nigeria,From RDC,N/A - From RDC,Air Charter,30,17038,152830.86,8.97,0.3,"Aurobindo Unit III, India",1722.0,21326.73,India,7633.0,13187.99
3537,5912,Nigeria,From RDC,N/A - From RDC,Air Charter,60,88433,730456.58,8.26,0.14,"Aurobindo Unit III, India",8935.0,21326.73,India,7633.0,69356.8
3538,5914,Haiti,From RDC,N/A - From RDC,Air,240,2848,5553.6,1.95,0.01,"Aurobindo Unit III, India",1066.0,10794.84,India,14446.0,18953.15
3539,5915,Zimbabwe,From RDC,N/A - From RDC,Truck,240,592,8051.2,13.6,0.06,"Cipla, Goa, India",195.0,221.96,India,6980.0,1441.16
3540,5918,Zambia,From RDC,N/A - From RDC,Truck,30,230000,970600.0,4.22,0.14,Mylan (formerly Matrix) Nashik,18968.0,22168.18, Nashik,6339.0,119668.3
3541,5919,Zambia,From RDC,N/A - From RDC,Truck,60,2548,38321.92,15.04,0.25,Mylan (formerly Matrix) Nashik,257.0,361.73, Nashik,6339.0,1624.79
3542,5921,Nigeria,From RDC,N/A - From RDC,Air Charter,30,10944,46183.68,4.22,0.14,"Strides, Bangalore, India.",726.0,15322.73,India,7633.0,5515.29
3543,5922,Zambia,From RDC,N/A - From RDC,Truck,240,8000,15600.0,1.95,0.01,"Aurobindo Unit III, India",3088.0,6476.69,India,6906.0,26247.05
3544,5924,Mozambique,From RDC,N/A - From RDC,Truck,60,250000,2805000.0,11.22,0.19,Mylan (formerly Matrix) Nashik,32538.0,20179.39, Nashik,6074.0,200806.44
3545,5932,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,650,7150.0,11.0,0.37,"Aurobindo Unit III, India",61.0,1572.97,India,9091.0,559.59
3546,5937,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,1260,28350.0,22.5,0.75,Mylan (formerly Matrix) Nashik,122.0,1131.63, Nashik,8608.0,1050.18
3547,5938,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,7140,119452.2,16.73,0.56,Mylan (formerly Matrix) Nashik,779.0,4646.14, Nashik,8608.0,6733.69
3548,5939,Nigeria,From RDC,N/A - From RDC,Air Charter,60,51355,125819.75,2.45,0.04,"Aurobindo Unit III, India",6436.0,25231.96,India,7633.0,48123.42
3549,5940,Nigeria,From RDC,N/A - From RDC,Air Charter,60,240976,2703750.72,11.22,0.19,"Aurobindo Unit III, India",30789.0,25231.96,India,7633.0,238782.69
3550,5942,Zambia,From RDC,N/A - From RDC,Truck,30,61060,251567.2,4.12,0.14,"Strides, Bangalore, India.",3718.0,19949.86,India,6906.0,26175.08
3551,5943,Uganda,From RDC,N/A - From RDC,Truck,30,5785,35172.8,6.08,0.2,Mylan (formerly Matrix) Nashik,460.0,3571.6, Nashik,4961.0,2252.03
3552,5944,Tanzania,From RDC,N/A - From RDC,Truck,60,34054,101821.46,2.99,0.05,Mylan (formerly Matrix) Nashik,1309.0,3279.25, Nashik,5091.0,6686.41
3553,5945,Zambia,From RDC,N/A - From RDC,Truck,30,99714,410821.68,4.12,0.14,"Strides, Bangalore, India.",6005.0,5447.21,India,6906.0,42275.78
3554,5946,Rwanda,From RDC,N/A - From RDC,Air,90,2520,21772.8,8.64,0.1,"Aurobindo Unit III, India",318.0,2716.08,India,5921.0,1961.33
3555,5947,Tanzania,From RDC,N/A - From RDC,Truck,60,5603,23812.75,4.25,0.07,Mylan (formerly Matrix) Nashik,316.0,3279.25, Nashik,5091.0,1589.83
3556,5950,Zambia,From RDC,N/A - From RDC,Truck,30,150000,2509500.0,16.73,0.56,Mylan (formerly Matrix) Nashik,17001.0,8510.81, Nashik,6339.0,108220.26
3557,5951,Zambia,From RDC,N/A - From RDC,Truck,60,15000,219450.0,14.63,0.24,"Aurobindo Unit III, India",1485.0,8510.82,India,6906.0,10094.18
3558,5953,Nigeria,From RDC,N/A - From RDC,Air Charter,60,87499,213497.56,2.44,0.04,"Aurobindo Unit III, India",9645.0,27441.22,India,7633.0,72413.4
3559,5959,Nigeria,From RDC,N/A - From RDC,Air Charter,30,20000,282000.0,14.1,0.47,Mylan (formerly Matrix) Nashik,2334.0,17090.0, Nashik,7134.0,16650.76
3560,5960,Nigeria,From RDC,N/A - From RDC,Air Charter,90,2067,17858.88,8.64,0.1,"Aurobindo Unit III, India",307.0,17090.0,India,7633.0,2440.97
3561,5966,Tanzania,From RDC,N/A - From RDC,Truck,240,29504,57532.8,1.95,0.01,"Aurobindo Unit III, India",10913.0,3853.89,India,5659.0,76008.21
3562,5967,Nigeria,From RDC,N/A - From RDC,Air Charter,60,180000,1765800.0,9.81,0.16,"Aurobindo Unit III, India",23096.0,21347.13,India,7633.0,172517.94
3563,5968,Mozambique,From RDC,N/A - From RDC,Truck,60,43020,302000.4,7.02,0.12,Mylan (formerly Matrix) Nashik,22479.0,6483.81, Nashik,6074.0,140038.41
3564,5969,Uganda,From RDC,N/A - From RDC,Truck,60,4879,47862.99,9.81,0.16,Mylan (formerly Matrix) Nashik,637.0,5081.05, Nashik,4961.0,3092.51
3565,5971,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,45000,347400.0,7.72,0.13,"Aurobindo Unit III, India",4050.0,11592.26,India,9091.0,37200.09
3566,5973,Nigeria,From RDC,N/A - From RDC,Air Charter,60,6100,79056.0,12.96,0.22,Mylan (formerly Matrix) Nashik,681.0,16532.5, Nashik,7134.0,4948.22
3567,5975,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,8640,129945.6,15.04,0.5,Mylan (formerly Matrix) Nashik,972.0,4754.53, Nashik,8608.0,8344.72
3568,5976,Rwanda,From RDC,N/A - From RDC,Air,60,10537,138561.55,13.15,0.22,"Aurobindo Unit III, India",1048.0,18613.69,India,5921.0,6228.8
3569,5978,Nigeria,From RDC,N/A - From RDC,Air Charter,120,17497,512837.07,29.31,0.24,"Aurobindo Unit III, India",4898.0,18461.22,India,7633.0,36735.9
3570,5979,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,9000,60840.0,6.76,0.11,"Aurobindo Unit III, India",486.0,3028.66,India,9091.0,4313.65
3571,5980,Rwanda,From RDC,N/A - From RDC,Air,30,51240,200348.4,3.91,0.13,"Aurobindo Unit III, India",4331.0,8684.7,India,5921.0,25578.27
3572,5984,Nigeria,From RDC,N/A - From RDC,Air,60,53922,130491.24,2.42,0.04,"Strides, Bangalore, India.",9697.0,18461.22,India,7633.0,73405.49
3573,5985,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,8640,129945.6,15.04,0.5,Mylan (formerly Matrix) Nashik,979.0,4869.4, Nashik,8608.0,8404.82
3574,5988,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,1781,8584.42,4.82,0.16,Mylan (formerly Matrix) Nashik,99.0,1113.0, Nashik,8608.0,848.66
3575,5989,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,10080,144950.4,14.38,0.48,Mylan (formerly Matrix) Nashik,1143.0,8158.93, Nashik,8608.0,9852.63
3576,5991,Tanzania,From RDC,N/A - From RDC,Truck,60,17600,40480.0,2.3,0.04,"Cipla, Goa, India",3526.0,8977.0,India,5659.0,20821.18
3577,5992,Mozambique,From RDC,N/A - From RDC,Truck,60,149997,1471470.57,9.81,0.16,"Aurobindo Unit III, India",17605.0,6323.1,India,6624.0,114119.16
3578,5993,Zambia,From RDC,N/A - From RDC,Truck,30,133000,1912540.0,14.38,0.48,Mylan (formerly Matrix) Nashik,15075.0,10809.09, Nashik,6339.0,95693.33
3579,5995,Nigeria,From RDC,N/A - From RDC,Air,30,56404,748481.08,13.27,0.44,Mylan (formerly Matrix) Nashik,6886.0,15459.09, Nashik,7134.0,48865.59
3580,5997,Mozambique,From RDC,N/A - From RDC,Truck,60,67271,647147.02,9.62,0.16,"Aurobindo Unit III, India",7899.0,7433.01,India,6624.0,52214.2
3581,5998,Zimbabwe,From RDC,N/A - From RDC,Air,120,1573,38947.48,24.76,0.21,"Aurobindo Unit III, India",388.0,2392.0,India,6980.0,2756.37
3583,6001,Uganda,From RDC,N/A - From RDC,Air,60,2512,5677.12,2.26,0.04,"Aurobindo Unit III, India",177.0,3255.61,India,5524.0,1038.32
3584,6002,Zambia,From RDC,N/A - From RDC,Truck,240,3648,44067.84,12.08,0.05,"Aurobindo Unit III, India",974.0,6923.53,India,6906.0,6681.9
3585,6007,Uganda,From RDC,N/A - From RDC,Air,120,8494,210311.44,24.76,0.21,"Aurobindo Unit III, India",2089.0,17032.59,India,5524.0,11744.7
3586,6015,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,3000,6300.0,2.1,0.01,"Aurobindo Unit III, India",1159.0,5405.25,India,9091.0,12041.68
3587,6016,Mozambique,From RDC,N/A - From RDC,Truck,30,22000,266420.0,12.11,0.4,Mylan (formerly Matrix) Nashik,2503.0,4120.69, Nashik,6074.0,15065.13
3588,6021,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,2600,11960.0,4.6,0.08,"Aurobindo Unit III, India",122.0,1799.58,India,9091.0,1157.32
3589,6022,Nigeria,From RDC,N/A - From RDC,Air Charter,60,36278,311265.24,8.58,0.14,"Cipla, Goa, India",4943.0,14547.55,India,7633.0,36938.38
3590,6023,Nigeria,From RDC,N/A - From RDC,Air,60,2027,8716.1,4.3,0.07,"Cipla, Goa, India",218.0,1941.82,India,7633.0,1625.3
3591,6025,Zambia,From RDC,N/A - From RDC,Truck,60,96800,223608.0,2.31,0.04,"Cipla, Goa, India",11808.0,17650.15,India,6906.0,84723.17
3592,6026,Tanzania,From RDC,N/A - From RDC,Truck,240,24977,48705.15,1.95,0.01,"Aurobindo Unit III, India",9174.0,7185.6,India,5659.0,63896.2
3594,6028,Mozambique,From RDC,N/A - From RDC,Truck,60,5320,34101.2,6.41,0.11,"Aurobindo Unit III, India",273.0,5496.08,India,6624.0,1861.95
3595,6030,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,16000,336000.0,21.0,0.18,"Aurobindo Unit III, India",3893.0,17548.41,India,9091.0,36402.44
3597,6033,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,1789,24187.28,13.52,0.45,Mylan (formerly Matrix) Nashik,162.0,1478.34, Nashik,8608.0,1392.43
3598,6035,Mozambique,From RDC,N/A - From RDC,Truck,240,13100,27510.0,2.1,0.01,"Aurobindo Unit III, India",5291.0,4044.33,India,6624.0,40054.38
3599,6038,Tanzania,From RDC,N/A - From RDC,Truck,120,17167,347116.74,20.22,0.17,ABBVIE Ludwigshafen Germany,3547.0,6052.1,Germany,6837.0,24466.72
3600,6039,Nigeria,From RDC,N/A - From RDC,Air Charter,30,284,3839.68,13.52,0.45,Mylan (formerly Matrix) Nashik,48.0,34218.36, Nashik,7134.0,341.93
3601,6040,Nigeria,From RDC,N/A - From RDC,Air Charter,30,8917,29693.61,3.33,0.11,"Aurobindo Unit III, India",857.0,34218.36,India,7633.0,6482.55
3602,6041,Nigeria,From RDC,N/A - From RDC,Air Charter,60,46050,179134.5,3.89,0.06,Mylan (formerly Matrix) Nashik,2847.0,5703.06, Nashik,7134.0,18796.35
3603,6043,Rwanda,From RDC,N/A - From RDC,Air,30,3316,44832.32,13.52,0.45,Mylan (formerly Matrix) Nashik,292.0,2593.56, Nashik,5355.0,1561.35
3604,6044,Uganda,From RDC,N/A - From RDC,Truck,30,21709,102032.3,4.7,0.16,Mylan (formerly Matrix) Nashik,1713.0,5591.3, Nashik,4961.0,8679.01
3605,6046,Zimbabwe,From RDC,N/A - From RDC,Truck,90,1000,9300.0,9.3,0.1,"Strides, Bangalore, India.",68.0,1004.86,India,6980.0,459.33
3606,6047,Nigeria,From RDC,N/A - From RDC,Air Charter,120,56260,1137577.2,20.22,0.17,ABBVIE Ludwigshafen Germany,12427.0,20225.08,Germany,4614.0,57848.61
3607,6049,Uganda,From RDC,N/A - From RDC,Truck,30,66864,222657.12,3.33,0.11,"Strides, Bangalore, India.",4067.0,6976.78,India,5524.0,22263.71
3608,6050,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,2000,3900.0,1.95,0.01,"Aurobindo Unit III, India",736.0,4747.87,India,9091.0,8235.05
3609,6051,Nigeria,From RDC,N/A - From RDC,Air Charter,60,6398,14459.48,2.26,0.04,"Aurobindo Unit III, India",394.0,26340.0,India,7633.0,3193.7
3610,6053,Rwanda,From RDC,N/A - From RDC,Truck,120,11193,226322.46,20.22,0.17,ABBVIE Ludwigshafen Germany,2518.0,33986.07,Germany,6174.0,15684.52
3611,6055,Zimbabwe,From RDC,N/A - From RDC,Truck,240,241,2050.91,8.51,0.04,"Aurobindo Unit III, India",64.0,7300.0,India,6980.0,503.94
3612,6056,Tanzania,From RDC,N/A - From RDC,Truck,60,9312,21417.6,2.3,0.04,"Cipla, Goa, India",1221.0,4847.8,India,5659.0,7210.06
3613,6060,Uganda,From RDC,N/A - From RDC,Truck,100,45285,58870.5,1.3,0.01,"Aurobindo Unit III, India",8998.0,5458.45,India,5524.0,38234.58
3614,6061,Zimbabwe,From RDC,N/A - From RDC,Air,60,2088,8352.0,4.0,0.07,"Aurobindo Unit III, India",102.0,2021.95,India,6980.0,747.56
3615,6062,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,5700,11970.0,2.1,0.01,"Aurobindo Unit III, India",2845.0,10943.15,India,9091.0,29558.74
3616,6064,Rwanda,From RDC,N/A - From RDC,Truck,120,5247,107458.56,20.48,0.17,Mylan (formerly Matrix) Nashik,1382.0,8456.96, Nashik,5355.0,7371.7
3617,6066,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,7426,34902.2,4.7,0.16,"Cipla, Kurkumbh, India",753.0,4063.81,India,9091.0,6991.17
3618,6070,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,611,8260.72,13.52,0.45,Mylan (formerly Matrix) Nashik,55.0,1335.15, Nashik,8608.0,472.74
3619,6071,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,2907,6104.7,2.1,0.01,"Aurobindo Unit III, India",1122.0,5520.83,India,9091.0,11657.26
3620,6075,Rwanda,From RDC,N/A - From RDC,Air,60,18000,121140.0,6.73,0.11,"Aurobindo Unit III, India",1643.0,12995.06,India,5921.0,9540.29
3621,6081,Uganda,From RDC,N/A - From RDC,Truck,60,34138,281979.88,8.26,0.14,"Aurobindo Unit III, India",4009.0,4947.38,India,5524.0,22521.07
3622,6082,Zambia,From RDC,N/A - From RDC,Air,60,11209,145268.64,12.96,0.22,Mylan (formerly Matrix) Nashik,1143.0,1876.35, Nashik,6339.0,7379.65
3623,6083,Nigeria,From RDC,N/A - From RDC,Air Charter,60,15,123.9,8.26,0.14,"Cipla, Goa, India",5416.0,29674.92,India,7633.0,42041.01
3624,6085,Rwanda,From RDC,N/A - From RDC,Air,60,373,746.0,2.0,0.03,Mylan (formerly Matrix) Nashik,14.0,1284.7, Nashik,5355.0,67.47
3625,6086,Zimbabwe,From RDC,N/A - From RDC,Truck,90,819,7616.7,9.3,0.1,"Strides, Bangalore, India.",58.0,1551.0,India,6980.0,391.78
3626,6087,Mozambique,From RDC,N/A - From RDC,Truck,60,648,1127.52,1.74,0.03,"Micro labs, Verna, Goa, India",39.0,30.49,India,6624.0,267.24
3627,6089,Rwanda,From RDC,N/A - From RDC,Truck,30,97619,452952.16,4.64,0.15,"Cipla, Kurkumbh, India",9905.0,5445.73,India,5921.0,56877.97
3628,6090,Mozambique,From RDC,N/A - From RDC,Truck,60,47108,382045.88,8.11,0.14,"Cipla, Goa, India",7041.0,4486.01,India,6624.0,48307.34
