country,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
0,5,0,60,1000,5500,5,0.09,204,2298,9,6583
1,5,3,30,489,6611,13,0.45,3622,9181,2,8608
3,5,3,60,74623,605192,8,0.14,10073,6048,9,6624
1,5,3,240,6738,14149,2,0.01,2720,31022,9,9091
7,5,3,30,34733,199367,5,0.19,2746,4989,2,5091
7,5,3,30,43479,516965,11,0.4,4874,11435,2,5091
7,5,0,100,43293,56280,1,0.01,3622,9181,9,5659
1,5,3,60,697,1387,1,0.03,47,-730,9,9091
4,5,1,60,27137,110990,4,0.07,1169,27812,2,7134
1,5,3,30,71,959,13,0.45,7,-978,9,9091
1,5,3,60,7303,14532,1,0.03,277,1286,2,8608
5,5,3,240,800,6800,8,0.04,297,1282,9,5921
10,5,3,60,18027,73730,4,0.07,1228,765,9,6906
11,5,3,60,23999,47758,1,0.03,1069,6500,2,6420
8,5,3,120,3426,69273,20,0.17,698,1676,8,5868
3,5,3,60,5232,13027,2,0.04,3622,9181,9,6624
10,5,3,60,5432,61001,11,0.19,506,-365,2,6339
10,5,3,30,14055,65074,4,0.15,1406,335,9,6906
4,5,1,60,6,48,8,0.14,6589,25731,9,7633
4,5,1,60,105344,708965,6,0.11,10622,60850,9,7633
10,5,3,60,1240,6919,5,0.09,73,3937,9,6906
5,5,0,60,8953,45570,5,0.08,805,5220,9,5921
10,5,3,60,79914,527432,6,0.11,7194,8410,9,6906
10,5,3,60,25000,100000,4,0.07,3622,9181,2,6339
5,5,3,60,178258,402863,2,0.04,17140,22340,9,5921
0,5,0,60,800,1592,1,0.03,3622,9181,9,6583
4,5,1,60,76832,500944,6,0.11,6780,13251,2,7134
4,5,1,60,7526,41393,5,0.09,507,263,9,7633
5,5,3,60,1766,3514,1,0.03,152,330,9,5921
5,5,3,60,21739,48043,2,0.04,3622,9181,9,5921
8,5,3,30,52500,168525,3,0.11,10119,5852,9,5524
1,5,3,120,10275,213720,20,0.17,3622,9181,9,9091
5,5,3,60,3238,16481,5,0.08,3622,9181,9,5921
8,5,3,60,2368,9685,4,0.07,3622,9181,9,5524
5,5,0,240,10401,15705,1,0.01,3880,27001,9,5921
5,5,3,60,2196,7905,3,0.06,192,1232,9,5921
2,5,0,120,2000,37800,18,0.16,457,4413,8,7877
4,5,1,60,335999,2593912,7,0.13,47693,115593,2,7134
4,5,1,60,1,7,7,0.13,3622,9181,9,7633
8,5,0,60,74896,163273,2,0.04,7183,40735,9,5524
10,5,3,60,4000,7960,1,0.03,312,-726,9,6906
10,5,3,30,65000,208650,3,0.11,3622,9181,9,6906
1,5,3,60,5,32,6,0.11,1683,5443,9,9091
5,5,0,60,10000,36000,3,0.06,558,2989,2,5355
11,5,3,30,94661,908745,9,0.32,3622,9181,2,6420
11,5,3,60,6180,24411,3,0.07,3622,9181,9,6980
8,5,3,60,8193,15730,1,0.03,3622,9181,9,5524
3,5,3,30,5000,67450,13,0.45,517,-292,2,6074
4,5,1,120,19100,360990,18,0.16,4710,7228,8,4614
4,5,1,60,112000,403200,3,0.06,6295,15941,9,7633
4,5,1,60,1220,6502,5,0.09,3622,9181,9,7633
4,5,1,60,14000,108080,7,0.13,1983,3065,9,7633
1,5,3,60,18928,123410,6,0.11,3622,9181,9,9091
10,5,3,60,80901,897192,11,0.18,3622,9181,2,6339
4,5,1,60,98,737,7,0.13,3622,9181,9,7633
4,5,0,60,316,2768,8,0.15,3622,9181,9,7633
4,5,0,60,45,315,7,0.12,3622,9181,9,7633
4,5,1,90,15,190,12,0.14,3622,9181,9,7633
4,5,1,90,200,2424,12,0.13,3622,9181,9,7633
1,5,0,60,7400,21460,2,0.05,714,1336,9,9091
8,5,0,60,300,2628,8,0.15,3622,9181,9,5524
1,5,0,60,19937,139559,7,0.12,5340,4028,9,9091
4,5,1,30,77386,447291,5,0.19,3622,9181,9,7633
8,5,0,60,10453,30313,2,0.05,1001,2228,9,5524
2,5,0,60,108,162,1,0.02,3622,9181,9,14446
1,5,0,60,1833,4472,2,0.04,88,211,9,9091
1,5,0,100,284,1420,5,0.05,22,211,9,9091
8,5,0,60,1300,3770,2,0.05,125,1697,9,5524
1,5,0,30,8660,50054,5,0.19,742,211,9,9091
11,5,3,60,76000,506160,6,0.11,8280,14328,9,6980
4,5,1,60,11242,127596,11,0.19,1261,10637,9,7633
2,5,0,60,252,420,1,0.03,3622,9181,9,14446
2,5,0,60,230,384,1,0.03,3622,9181,9,14446
4,5,1,30,63732,748851,11,0.39,5144,10637,2,7134
4,5,1,30,50040,500400,10,0.33,4161,10637,2,7134
2,5,0,60,315,6747,21,0.36,1045,-250,9,14446
10,5,3,60,36760,322017,8,0.15,3294,8942,9,6906
10,5,3,60,80000,232000,2,0.05,8756,12844,9,6906
2,5,0,60,120,903,7,0.13,3622,9181,9,14446
8,5,3,60,29,325,11,0.19,5134,8348,9,5524
1,5,0,30,3120,81900,26,0.88,275,949,3,5690
1,5,0,100,2152,10760,5,0.05,3622,9181,9,9091
2,5,0,240,1069,2052,1,0.01,396,5036,9,14446
1,5,0,30,1596,3575,2,0.07,3622,9181,9,9091
1,5,0,60,6584,57675,8,0.15,3622,9181,2,8608
1,5,0,240,1431,2747,1,0.01,3622,9181,9,9091
2,5,0,240,288,3916,13,0.06,3622,9181,9,14446
2,5,0,60,7056,10301,1,0.02,3622,9181,9,14446
1,5,0,240,2345,4455,1,0.01,3622,9181,9,9091
2,5,0,240,1628,3093,1,0.01,622,12122,9,14446
4,5,1,30,578,6791,11,0.39,47,9181,2,7134
4,5,1,60,1500,9165,6,0.1,113,9181,9,7633
4,5,1,60,20,122,6,0.1,2,9181,9,7633
4,5,1,60,20000,224400,11,0.19,2347,8736,9,7633
4,5,1,60,270,2025,7,0.12,15,9181,2,7134
8,5,3,30,4200,21546,5,0.17,238,1021,2,4961
8,5,3,60,20000,224400,11,0.19,2356,15682,9,5524
8,5,3,30,4500,24075,5,0.18,350,854,2,4961
8,5,3,60,3000,33660,11,0.19,359,2302,9,5524
8,5,0,60,50,375,7,0.12,3622,9181,9,5524
8,5,0,30,5000,25650,5,0.17,3622,9181,2,4961
7,5,0,60,4800,13104,2,0.05,460,9181,9,5659
10,5,3,60,2600,54574,20,0.35,8819,7022,2,6339
4,5,1,90,309,8497,27,0.31,51,8736,9,7633
4,5,1,30,7118,33810,4,0.16,628,8736,9,7633
4,5,1,60,10076,75872,7,0.13,553,8736,9,7633
4,5,1,60,40000,448800,11,0.19,4693,8736,9,7633
8,5,0,60,200,1170,5,0.1,21,0,9,5524
8,5,0,30,1621,7699,4,0.16,3622,9181,2,4961
4,5,1,60,15299,40695,2,0.04,1792,8736,9,7633
4,5,1,60,488,4274,8,0.15,39,8736,2,7134
1,5,0,30,45108,214263,4,0.16,9863,18150,9,9091
1,5,0,60,5664,13820,2,0.04,3622,9181,9,9091
1,5,0,200,4550,6370,1,0.01,3622,9181,9,9091
11,5,3,60,112100,655785,5,0.1,3622,9181,9,6980
11,5,0,60,47390,277231,5,0.1,7112,2833,9,6980
2,5,0,30,34080,161880,4,0.16,3318,22890,9,14446
2,5,0,60,14875,130305,8,0.15,3622,9181,2,14325
8,5,0,60,20000,224400,11,0.19,2560,19654,2,4961
2,5,0,60,168,240,1,0.02,3622,9181,9,14446
8,5,0,30,17550,83362,4,0.16,1325,3600,2,4961
1,5,0,30,1596,3575,2,0.07,3622,9181,9,9091
1,5,0,60,10980,26791,2,0.04,698,4121,9,9091
4,5,0,60,1000,11220,11,0.19,117,9181,9,7633
4,5,0,30,200,920,4,0.15,17,9181,9,7633
4,5,0,30,188,864,4,0.15,16,9181,9,7633
4,5,0,90,87,1827,21,0.23,42,9181,9,7633
4,5,0,30,58500,1165320,19,0.66,6433,9181,2,7134
2,5,0,60,31836,278883,8,0.15,2565,24670,2,14325
3,5,3,60,30630,175509,5,0.1,3622,9181,9,6624
2,5,0,240,3840,7411,1,0.01,3622,9181,9,14446
4,5,1,60,6000,67320,11,0.19,789,5147,9,7633
1,5,0,60,12060,86952,7,0.12,3622,9181,9,9091
1,5,0,200,2400,3240,1,0.01,3622,9181,9,9091
1,5,0,60,6594,15364,2,0.04,3622,9181,9,9091
8,5,0,60,63148,539915,8,0.14,3622,9181,9,5524
8,5,0,30,71991,320359,4,0.15,7187,15285,9,5524
8,5,0,60,26991,230773,8,0.14,3622,9181,9,5524
1,5,0,60,6016,93248,15,0.26,3622,9181,9,9091
1,5,0,60,540,772,1,0.02,3622,9181,9,9091
1,5,3,60,5624,18446,3,0.05,3622,9181,2,8608
8,5,0,60,31932,358277,11,0.19,3622,9181,9,5524
7,5,0,60,2864,22110,7,0.13,612,979,9,5659
1,5,0,90,1785,17974,10,0.11,168,6816,9,9091
1,5,3,200,2449,3306,1,0.01,3622,9181,9,9091
1,5,3,60,2551,3647,1,0.02,3622,9181,9,9091
4,5,1,60,10000,25800,2,0.04,1130,19264,9,7633
3,5,3,30,30000,130200,4,0.14,3622,9181,2,6074
3,5,3,60,30000,162900,5,0.09,3622,9181,9,6624
10,5,3,60,3653,19835,5,0.09,3622,9181,9,6906
8,5,0,30,2661,53007,19,0.66,909,4166,2,4961
2,5,0,60,53200,141512,2,0.04,3622,9181,9,14446
2,5,0,30,1778,3982,2,0.07,3622,9181,9,14446
1,5,0,60,600,9864,16,0.27,3622,9181,9,9091
1,5,0,200,6551,8778,1,0.01,3622,9181,9,9091
2,5,0,60,600,9864,16,0.27,3622,9181,9,14446
1,5,3,30,9920,108326,10,0.36,3622,9181,2,8608
2,5,0,60,5980,13933,2,0.04,3622,9181,9,14446
2,5,0,200,600,804,1,0.01,3622,9181,9,14446
8,5,3,60,8988,100845,11,0.19,3622,9181,2,4961
1,5,0,30,2240,14716,6,0.22,6542,17611,2,8608
11,5,3,60,66645,370546,5,0.09,3622,9181,9,6980
11,5,3,60,1883,6025,3,0.05,3622,9181,9,6980
8,5,0,60,46113,332474,7,0.12,2534,15629,9,5524
2,5,0,120,1320,47731,36,0.3,276,1080,8,7877
1,5,0,60,99957,1121517,11,0.19,3622,9181,9,9091
1,5,0,60,3008,46624,15,0.26,3622,9181,9,9091
10,5,3,60,4875,77463,15,0.26,2556,3471,9,6906
1,5,0,240,7420,13727,1,0.01,3622,9181,9,9091
7,5,0,30,4738,19994,4,0.14,3622,9181,2,5091
1,5,0,90,20,194,9,0.11,5,2380,9,9091
1,5,0,60,2383,36936,15,0.26,882,3516,9,9091
11,5,3,60,88719,493277,5,0.09,11668,14697,9,6980
11,5,3,60,22074,122731,5,0.09,3622,9181,9,6980
1,5,0,90,20,194,9,0.11,3,355,9,9091
8,5,3,30,6600,131472,19,0.66,720,3647,2,4961
8,5,3,30,2559,22570,8,0.29,338,2397,2,4961
11,5,3,30,4250,9520,2,0.07,3622,9181,9,6980
11,5,3,60,69207,372333,5,0.09,3622,9181,9,6980
11,5,3,30,10114,87283,8,0.29,3622,9181,2,6420
4,5,1,60,41142,103266,2,0.04,2822,11601,9,7633
4,5,1,60,53109,595882,11,0.19,19464,12398,9,7633
3,5,3,240,14000,27300,1,0.01,14413,4491,9,6624
10,5,3,240,20000,36000,1,0.01,7482,5801,9,6906
8,5,3,30,2011,13212,6,0.22,126,661,2,4961
7,5,3,30,54375,1083150,19,0.66,11129,12838,2,5091
11,5,3,240,1191,16197,13,0.06,445,1143,9,6980
3,5,3,60,39636,338887,8,0.14,3666,2525,9,6624
2,5,0,240,5110,9862,1,0.01,1840,13866,9,14446
7,5,3,120,4389,148084,33,0.28,880,2175,8,6837
2,5,0,60,18958,162090,8,0.14,3622,9181,2,14325
1,5,0,240,576,7200,12,0.05,212,771,9,9091
10,5,3,30,169985,1665853,9,0.33,18994,20077,2,6339
1,5,0,30,62231,262614,4,0.14,3789,12956,9,9091
7,5,3,30,68235,1359241,19,0.66,83,1094,2,5091
10,5,3,30,72974,315247,4,0.14,4471,9370,9,6906
11,5,3,60,76,224,2,0.05,248,-519,9,6980
4,5,1,30,18354,151053,8,0.27,1794,20326,2,7134
11,5,3,60,30060,127755,4,0.07,1754,2537,2,6420
1,5,0,60,5184,77760,15,0.25,1103,2296,9,9091
1,5,3,30,3040,19516,6,0.21,3622,9181,2,8608
8,5,3,60,1529,12629,8,0.14,3622,9181,9,5524
4,5,1,30,15802,66684,4,0.14,1086,14322,9,7633
4,5,1,60,45042,505371,11,0.19,3622,9181,9,7633
1,5,1,60,57061,471323,8,0.14,3622,9181,9,9091
10,5,3,30,113925,1021907,8,0.3,9875,13325,2,6339
7,5,3,60,23940,350242,14,0.24,1500,698,2,5091
0,5,0,30,27,111,4,0.14,3622,9181,9,6583
0,5,0,60,226,2486,11,0.18,3622,9181,2,6020
0,5,0,120,20,674,33,0.28,3622,9181,9,6583
0,5,0,60,23,336,14,0.24,3622,9181,2,6020
0,5,0,30,19,78,4,0.14,3622,9181,9,6583
0,5,0,120,17,573,33,0.28,3622,9181,9,6583
0,5,0,60,40,103,2,0.04,3622,9181,9,6583
0,5,0,60,9,131,14,0.24,3622,9181,2,6020
0,5,0,60,45,371,8,0.14,3622,9181,9,6583
0,5,0,120,9,303,33,0.28,3622,9181,9,6583
0,5,0,60,680,7480,11,0.18,3622,9181,2,6020
0,5,0,30,45,273,6,0.2,3622,9181,2,6020
2,5,0,60,180,968,5,0.09,37,221,9,14446
2,5,0,60,66672,733392,11,0.18,3622,9181,9,14446
8,5,3,60,2596,6048,2,0.04,125,831,9,5524
1,5,3,30,10760,94150,8,0.29,3622,9181,9,9091
7,5,3,30,137269,579275,4,0.14,8474,2279,9,5659
8,5,3,30,24657,101586,4,0.14,1511,6403,9,5524
8,5,0,30,11852,198283,16,0.56,1342,5340,2,4961
11,5,3,60,3345,27629,8,0.14,3622,9181,9,6980
1,5,0,30,3765,41415,11,0.37,3622,9181,9,9091
5,5,0,90,487,4207,8,0.1,66,-415,9,5921
4,5,1,30,140273,777112,5,0.18,11734,26441,2,7134
5,5,0,30,24126,94332,3,0.13,1444,14842,9,5921
5,5,0,240,1004,8534,8,0.04,1,2253,9,5921
11,5,3,60,4050,19035,4,0.08,3622,9181,9,6980
5,5,0,60,30480,237134,7,0.13,698,25845,2,5355
8,5,0,60,12974,31656,2,0.04,3622,9181,2,4961
3,5,3,60,4050,19035,4,0.08,3622,9181,9,6624
5,5,0,60,12000,157800,13,0.22,1239,27202,2,5355
11,5,3,60,11574,119096,10,0.17,3622,9181,2,6420
4,5,1,30,53000,376830,7,0.24,5252,20347,9,7633
11,5,3,30,78082,418519,5,0.18,3622,9181,2,6420
8,5,3,30,6150,92496,15,0.5,3622,9181,2,4961
8,5,3,30,804,3875,4,0.16,3622,9181,2,4961
10,5,3,60,16947,41011,2,0.04,1956,7709,2,6339
1,5,0,60,336,2614,7,0.13,27,845,2,8608
4,5,1,30,41665,296238,7,0.24,5110,17461,9,7633
5,5,0,60,6985,91852,13,0.22,718,11688,9,5921
5,5,0,30,2000,7820,3,0.13,3622,9181,9,5921
1,5,3,60,2050,57400,28,0.47,312,1128,2,8608
1,5,3,120,13033,381997,29,0.24,3622,9181,9,9091
1,5,3,30,40230,533852,13,0.44,4525,10874,2,8608
1,5,3,60,75000,735750,9,0.16,14413,10874,2,8608
7,5,0,30,90000,342900,3,0.13,7867,20567,9,5659
8,5,0,60,36000,87840,2,0.04,2026,9095,9,5524
8,5,0,60,635,1549,2,0.04,1779,8325,9,5524
11,5,3,60,60794,147121,2,0.04,6003,6423,2,6420
1,5,3,30,34760,132435,3,0.13,3367,11589,9,9091
1,5,3,30,5308,20223,3,0.13,3622,9181,9,9091
5,5,0,120,965,28641,29,0.25,3622,9181,2,5355
3,5,3,30,22122,84284,3,0.13,1409,2855,9,6624
8,5,0,60,7126,55012,7,0.13,3622,9181,2,4961
7,5,3,60,13784,178640,12,0.22,3622,9181,2,5091
7,5,3,60,1975,4542,2,0.04,3622,9181,9,5659
4,5,0,30,120954,440272,3,0.12,11369,14459,9,7633
4,5,0,90,2548,21046,8,0.09,370,14459,9,7633
11,5,3,60,53733,148303,2,0.05,2232,5933,2,6420
8,5,0,60,2067,26788,12,0.22,220,616,2,4961
11,5,3,60,35061,237012,6,0.11,2247,7194,9,6980
2,5,0,60,1980,25660,12,0.22,3622,9181,9,14446
2,5,0,60,9696,93275,9,0.16,3622,9181,2,14325
1,5,3,60,36180,279309,7,0.13,2907,10320,2,8608
4,5,0,60,728,1761,2,0.04,3622,9181,9,7633
1,5,3,30,7640,27809,3,0.12,3622,9181,9,9091
7,5,3,60,10727,46126,4,0.07,945,6579,9,5659
1,5,3,60,5701,23659,4,0.07,338,2487,2,8608
8,5,0,60,1485,11464,7,0.13,3622,9181,2,4961
11,5,3,30,636,2264,3,0.12,3622,9181,9,6980
11,5,3,60,3600,26172,7,0.12,3622,9181,9,6980
4,5,1,30,8326,53119,6,0.21,3622,9181,9,7633
4,5,1,60,49295,113871,2,0.04,12032,28780,9,7633
8,5,0,120,12440,308014,24,0.21,3622,9181,9,5524
8,5,0,30,240,969,4,0.13,3622,9181,2,4961
2,5,0,60,562,1292,2,0.04,3622,9181,9,14446
11,5,3,60,3600,26172,7,0.12,3622,9181,9,6980
8,5,0,60,25680,186693,7,0.12,3988,38037,9,5524
2,5,0,60,216,285,1,0.02,165,2048,9,14446
2,5,0,60,7392,16705,2,0.04,3622,9181,9,14446
1,5,3,30,4500,18180,4,0.13,3622,9181,2,8608
11,5,3,30,20160,244137,12,0.4,2268,8405,2,6420
3,5,3,30,97351,1178920,12,0.4,11667,3120,2,6074
11,5,3,240,442,5339,12,0.05,118,7600,9,6980
1,5,3,60,86152,626325,7,0.12,3622,9181,9,9091
8,5,3,30,192,775,4,0.13,3622,9181,2,4961
4,5,1,30,80000,266400,3,0.11,4847,13547,9,7633
8,5,3,60,3173,22211,7,0.12,3622,9181,9,5524
7,5,3,60,12106,52055,4,0.07,3622,9181,9,5659
10,5,3,30,249965,3239546,12,0.43,28182,16650,2,6339
10,5,3,60,87384,611688,7,0.12,3622,9181,9,6906
3,5,3,30,7044,74102,10,0.35,3622,9181,2,6074
4,5,1,30,63610,211821,3,0.11,3622,9181,9,7633
10,5,3,60,120000,271200,2,0.04,11419,10941,9,6906
4,5,1,120,3831,83439,21,0.18,1094,19761,9,7633
11,5,3,60,23090,52183,2,0.04,394,10133,9,6980
1,5,3,30,3000,12120,4,0.13,188,478,2,8608
1,5,3,30,1644,6641,4,0.13,97,620,2,8608
4,5,1,120,63353,1330413,21,0.18,32671,9181,2,7134
4,5,1,120,43169,906549,21,0.18,3622,9181,9,7633
8,5,0,120,12022,243084,20,0.17,3622,9181,8,5868
0,5,0,60,20697,177580,8,0.14,3622,9181,2,6020
3,5,3,60,43680,285667,6,0.11,6535,4950,9,6624
7,5,3,30,19086,112034,5,0.2,3622,9181,9,5659
7,5,3,60,3342,38299,11,0.19,3622,9181,9,5659
8,5,3,60,2880,33004,11,0.19,3622,9181,9,5524
11,5,3,240,435,5254,12,0.05,116,2100,9,6980
7,5,3,60,80322,312452,3,0.06,3622,9181,2,5091
10,5,3,60,14404,56031,3,0.06,3622,9181,9,6906
3,5,3,60,87707,378894,4,0.07,3622,9181,9,6624
3,5,3,60,21984,159823,7,0.12,3622,9181,9,6624
7,5,3,90,5117,47588,9,0.1,333,956,9,5659
10,5,3,30,66205,814321,12,0.41,12121,9181,2,6339
10,5,3,30,100619,1237613,12,0.41,47387,29981,9,6906
4,5,1,30,100000,1115000,11,0.37,3622,9181,2,7134
10,5,3,60,11833,135606,11,0.19,3622,9181,2,6339
4,5,1,60,4068,25425,6,0.1,268,19225,9,7633
5,5,3,240,6816,58004,8,0.04,3622,9181,9,5921
5,5,3,30,64500,719175,11,0.37,7248,10571,2,5355
7,5,3,60,9301,21392,2,0.04,3622,9181,9,5659
7,5,3,60,7894,33944,4,0.07,3622,9181,9,5659
1,5,0,60,2200,8250,3,0.06,192,2649,9,9091
11,5,3,60,841,3153,3,0.06,73,500,9,6980
1,5,0,240,4000,7440,1,0.01,1928,7050,9,9091
0,5,0,120,2300,47104,20,0.17,613,3676,2,6020
7,5,3,60,25000,157500,6,0.1,2266,1352,9,5659
7,5,3,60,16357,185815,11,0.19,1635,5007,9,5659
1,5,0,60,8201,30753,3,0.06,3622,9181,9,9091
1,5,3,60,1915,7660,4,0.07,3622,9181,9,9091
4,5,1,60,255001,2106308,8,0.14,60779,29936,2,7134
11,5,3,90,5923,55083,9,0.1,365,2481,9,6980
3,5,3,60,25000,168250,6,0.11,3622,9181,9,6624
0,5,0,60,2723,18325,6,0.11,3622,9181,2,6020
0,5,0,120,777,15912,20,0.17,3622,9181,2,6020
0,5,0,240,630,1171,1,0.01,3622,9181,9,6583
10,5,3,60,1209,2696,2,0.04,609,2526,9,6906
1,5,0,240,13000,18590,1,0.01,3622,9181,9,9091
8,5,3,60,3757,25284,6,0.11,3622,9181,9,5524
7,5,3,120,33086,664036,20,0.17,5065,1352,2,5091
4,5,1,120,15826,299111,18,0.16,3814,28674,8,4614
1,5,0,30,3300,12474,3,0.13,259,8,2,8608
1,5,3,30,3291,44494,13,0.45,3622,9181,9,9091
1,5,3,30,3709,50145,13,0.45,3622,9181,9,9091
1,5,3,60,75235,610155,8,0.14,9080,33551,9,9091
2,5,0,60,2581,9678,3,0.06,110,955,9,14446
1,5,3,120,54000,1020600,18,0.16,11971,43448,8,5008
4,5,1,60,92125,608025,6,0.11,7982,44180,2,7134
4,5,1,90,10534,97966,9,0.1,2,44180,9,7633
10,5,0,100,6778,8811,1,0.01,1358,2150,9,6906
3,5,3,30,30000,96300,3,0.11,3622,9181,9,6624
3,5,3,30,2555,34543,13,0.45,227,-773,2,6074
3,5,3,30,20340,65291,3,0.11,1242,8384,9,6624
7,5,3,120,14758,278926,18,0.16,3030,1994,8,6837
7,5,0,100,28464,37003,1,0.01,3622,9181,9,5659
11,5,3,240,301,0,0,0.0,3622,9181,9,6980
3,5,3,30,8283,26588,3,0.11,3622,9181,9,6624
3,5,3,30,108650,348766,3,0.11,9741,8360,9,6624
11,5,3,60,48253,105191,2,0.04,3622,9181,9,6980
3,5,3,60,26700,66483,2,0.04,1307,482,9,6624
0,5,0,30,1540,5821,3,0.13,3622,9181,2,6020
5,5,0,60,2274,8527,3,0.06,100,511,9,5921
3,5,3,30,6600,21186,3,0.11,3622,9181,9,6624
7,5,3,60,20000,74600,3,0.06,3431,18379,2,5091
10,5,3,120,32905,648557,19,0.16,5111,9944,2,6339
3,5,3,60,74930,607682,8,0.14,9100,5507,2,6074
0,5,0,240,1090,2289,2,0.01,408,4580,9,6583
5,5,0,240,2125,4462,2,0.01,796,4603,9,5921
0,5,0,60,2651,14421,5,0.09,155,2028,9,6583
4,5,1,60,45520,369167,8,0.14,3622,9181,2,7134
8,5,3,60,4000,8600,2,0.04,474,332,9,5524
3,5,3,60,7977,90618,11,0.19,3622,9181,9,6624
10,5,3,240,10000,13000,1,0.01,3731,3329,9,6906
11,5,3,60,15000,29850,1,0.03,1037,-109,9,6980
0,5,0,240,714,1499,2,0.01,3622,9181,9,6583
4,5,1,60,100000,811000,8,0.14,3622,9181,9,7633
7,5,3,30,12783,151989,11,0.4,1371,6585,2,5091
1,5,3,60,137,697,5,0.08,2014,6726,9,9091
1,5,3,30,64445,206868,3,0.11,5678,19052,9,9091
3,5,3,120,13642,264381,19,0.16,3622,9181,9,6624
8,5,3,30,45000,485100,10,0.36,5083,5948,2,4961
8,5,3,120,3663,69230,18,0.16,3622,9181,8,5868
4,5,1,60,320300,2472716,7,0.13,87076,193623,2,7134
10,5,3,60,132000,871200,6,0.11,10615,21520,2,6339
4,5,1,30,4,18,4,0.15,34119,68737,9,7633
8,5,3,60,6000,11940,1,0.03,404,1055,9,5524
7,5,3,60,19389,38778,2,0.03,1293,3916,9,5659
8,5,0,120,11607,219372,18,0.16,2653,13056,8,5868
5,5,0,60,1700,3315,1,0.03,268,61,9,5921
10,5,3,30,108856,339630,3,0.1,6431,42219,9,6906
0,5,0,240,140,956,6,0.03,139,-27,9,6583
8,5,3,30,13549,62189,4,0.15,1354,9181,9,5524
4,5,1,60,912,3283,3,0.06,71,-866,2,7134
1,5,3,60,36971,241050,6,0.11,3622,9181,2,8608
4,5,1,60,13660,49176,3,0.06,849,871,2,7134
1,5,3,30,7500,26625,3,0.12,3622,9181,2,8608
4,5,1,30,170780,1639488,9,0.32,3622,9181,2,7134
8,5,3,60,14476,57180,3,0.07,839,7402,9,5524
11,5,3,60,2741,5454,1,0.03,3622,9181,9,6980
11,5,3,60,9262,18431,1,0.03,3622,9181,9,6980
8,5,3,60,5126,9841,1,0.03,3622,9181,9,5524
10,5,3,60,89575,195273,2,0.04,3622,9181,9,6906
8,5,3,120,8452,157545,18,0.16,3622,9181,8,5868
10,5,3,60,6258,40802,6,0.11,3622,9181,2,6339
4,5,1,60,45,109,2,0.04,3622,9181,9,7633
8,5,0,60,100,290,2,0.05,3622,9181,9,5524
4,5,1,60,63,153,2,0.04,3622,9181,9,7633
4,5,1,60,28,210,7,0.13,3622,9181,9,7633
4,5,1,60,3000,8700,2,0.05,3622,9181,9,7633
2,5,0,60,398,971,2,0.04,3622,9181,9,14446
1,5,0,60,41336,362103,8,0.15,3622,9181,9,9091
1,5,0,60,4000,85680,21,0.36,3622,9181,2,8608
1,5,0,240,4464,8570,1,0.01,1655,211,9,9091
2,5,0,240,4704,9031,1,0.01,3622,9181,9,14446
1,5,0,30,3444,7714,2,0.07,200,211,9,9091
4,5,1,60,50000,122000,2,0.04,2390,9181,9,7633
8,5,0,30,5000,28900,5,0.19,907,8044,9,5524
4,5,1,60,755,16172,21,0.36,75,10637,2,7134
4,5,1,30,168,971,5,0.19,15,10637,9,7633
2,5,0,30,572,1281,2,0.07,33,62,9,14446
8,5,0,30,2000,20000,10,0.33,168,1990,2,4961
4,5,0,60,40080,454908,11,0.19,4498,18480,9,7633
2,5,0,30,26712,154395,5,0.19,2342,11016,9,14446
8,5,3,60,200,546,2,0.05,3622,9181,9,5524
8,5,3,60,21658,243002,11,0.19,3622,9181,2,4961
8,5,3,60,19942,223749,11,0.19,3622,9181,9,5524
1,5,0,60,9876,26961,2,0.05,941,6779,9,9091
1,5,0,30,6464,169680,26,0.88,571,949,3,5690
11,5,3,30,1900,9747,5,0.17,3622,9181,9,6980
11,5,0,60,35802,218750,6,0.1,3622,9181,9,6980
2,5,0,60,2610,3680,1,0.02,3622,9181,9,14446
2,5,0,60,106,151,1,0.02,3622,9181,9,14446
8,5,0,30,26697,136955,5,0.17,3622,9181,9,5524
4,5,1,60,10000,112200,11,0.19,1169,9181,9,7633
4,5,1,30,350,4112,11,0.39,29,9181,2,7134
3,5,3,60,30315,340134,11,0.19,3563,2423,9,6624
4,5,1,60,6000,16380,2,0.05,577,9181,9,7633
4,5,1,30,35000,411250,11,0.39,2825,9181,2,7134
4,5,1,60,3200,28032,8,0.15,255,9181,2,7134
8,5,3,30,3680,36800,10,0.33,328,2522,2,4961
8,5,0,60,70,238,3,0.06,3622,9181,9,5524
4,5,1,30,3500,16625,4,0.16,309,8736,9,7633
4,5,1,30,188,893,4,0.16,17,8736,9,7633
4,5,1,90,250,6875,27,0.31,42,8736,9,7633
4,5,1,60,45000,504900,11,0.19,3622,9181,9,7633
4,5,1,30,9852,98520,10,0.33,1078,8736,2,7134
8,5,0,60,17000,190740,11,0.19,2156,13467,2,4961
7,5,0,60,2159,16667,7,0.13,454,2219,9,5659
1,5,0,60,9316,22731,2,0.04,3622,9181,9,9091
1,5,0,60,8150,154850,19,0.32,3622,9181,2,8608
1,5,0,100,6636,32118,4,0.05,3622,9181,9,9091
1,5,0,60,6000,14640,2,0.04,3622,9181,2,8608
2,5,0,60,8520,19851,2,0.04,3622,9181,9,14446
